Gear: Cannondale SuperSix
speed: 5.387 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:43

cadence: 53 rpm
calories: 0 kcal
distance: 47.36 m
enhanced_speed: 5.134 m/s
gps_accuracy: 2 m
heart_rate: 84 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 51
left_torque_effectiveness: 59.5 percent
position_lat: -303058435 semicircles
position_long: -587536448 semicircles
power: 104 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 58.0 percent
speed: 5.134 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:44

cadence: 51 rpm
calories: 0 kcal
distance: 53.08 m
enhanced_speed: 5.117 m/s
gps_accuracy: 2 m
heart_rate: 85 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 56
left_torque_effectiveness: 67.5 percent
position_lat: -303058935 semicircles
position_long: -587536036 semicircles
power: 102 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 60.0 percent
speed: 5.117 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:45

altitude: 946.0 m
cadence: 50 rpm
calories: 0 kcal
distance: 58.55 m
enhanced_altitude: 946.0 m
enhanced_speed: 5.274 m/s
gps_accuracy: 2 m
heart_rate: 85 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 49
left_torque_effectiveness: 68.0 percent
position_lat: -303059347 semicircles
position_long: -587535600 semicircles
power: 99 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 65.0 percent
speed: 5.274 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:46

altitude: 946.0 m
ascent: 0 m
cadence: 49 rpm
calories: 0 kcal
distance: 64.12 m
enhanced_altitude: 946.0 m
enhanced_speed: 5.602 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 85 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 47
left_torque_effectiveness: 65.5 percent
position_lat: -303059731 semicircles
position_long: -587535100 semicircles
power: 88 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 68.5 percent
speed: 5.602 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:47

altitude: 946.0 m
ascent: 0 m
cadence: 50 rpm
calories: 0 kcal
distance: 69.85 m
enhanced_altitude: 946.0 m
enhanced_speed: 5.83 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 86 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 48
left_torque_effectiveness: 62.5 percent
position_lat: -303060156 semicircles
position_long: -587534599 semicircles
power: 73 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 66.0 percent
speed: 5.83 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:48

altitude: 946.0 m
ascent: 0 m
cadence: 37 rpm
calories: 1 kcal
distance: 75.54 m
enhanced_altitude: 946.0 m
enhanced_speed: 6.157 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 86 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 51
left_torque_effectiveness: 58.5 percent
position_lat: -303060563 semicircles
position_long: -587534076 semicircles
power: 53 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 58.0 percent
speed: 6.157 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:49

altitude: 945.8 m
ascent: 0 m
cadence: 24 rpm
calories: 1 kcal
distance: 81.92 m
enhanced_altitude: 945.8 m
enhanced_speed: 6.362 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 53
left_torque_effectiveness: 59.0 percent
position_lat: -303060969 semicircles
position_long: -587533477 semicircles
power: 34 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 53.5 percent
speed: 6.362 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:50

altitude: 945.5999999999999 m
ascent: 0 m
cadence: 10 rpm
calories: 1 kcal
distance: 88.71 m
enhanced_altitude: 945.5999999999999 m
enhanced_speed: 6.599 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 57
left_torque_effectiveness: 59.0 percent
position_lat: -303061379 semicircles
position_long: -587532815 semicircles
power: 15 watts
right_pedal_smoothness: 13.0 percent
right_torque_effectiveness: 49.0 percent
speed: 6.599 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:51

altitude: 945.2 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 95.71 m
enhanced_altitude: 945.2 m
enhanced_speed: 6.929 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 61
left_torque_effectiveness: 59.5 percent
position_lat: -303061792 semicircles
position_long: -587532120 semicircles
power: 0 watts
right_pedal_smoothness: 12.0 percent
right_torque_effectiveness: 44.5 percent
speed: 6.929 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:52

altitude: 945.0 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 103.28 m
enhanced_altitude: 945.0 m
enhanced_speed: 7.367 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 65
left_torque_effectiveness: 60.0 percent
position_lat: -303062276 semicircles
position_long: -587531392 semicircles
power: 0 watts
right_pedal_smoothness: 10.5 percent
right_torque_effectiveness: 40.0 percent
speed: 7.367 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:53

altitude: 944.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 110.96 m
enhanced_altitude: 944.5999999999999 m
enhanced_speed: 7.49 m/s
gps_accuracy: 2 m
grade: -0.23 %
heart_rate: 88 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 69
left_torque_effectiveness: 60.5 percent
position_lat: -303062784 semicircles
position_long: -587530677 semicircles
power: 0 watts
right_pedal_smoothness: 9.5 percent
right_torque_effectiveness: 35.5 percent
speed: 7.49 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:54

altitude: 944.2 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 118.53 m
enhanced_altitude: 944.2 m
enhanced_speed: 7.43 m/s
gps_accuracy: 2 m
grade: -2.73 %
heart_rate: 88 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 73
left_torque_effectiveness: 60.5 percent
position_lat: -303063299 semicircles
position_long: -587529983 semicircles
power: 0 watts
right_pedal_smoothness: 8.0 percent
right_torque_effectiveness: 31.0 percent
speed: 7.43 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:55

altitude: 944.0 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 125.87 m
enhanced_altitude: 944.0 m
enhanced_speed: 7.045 m/s
gps_accuracy: 2 m
grade: -3.28 %
heart_rate: 88 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 77
left_torque_effectiveness: 61.0 percent
position_lat: -303063787 semicircles
position_long: -587529294 semicircles
power: 0 watts
right_pedal_smoothness: 7.0 percent
right_torque_effectiveness: 26.5 percent
speed: 7.045 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:56

altitude: 943.8 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 132.34 m
enhanced_altitude: 943.8 m
enhanced_speed: 6.299 m/s
gps_accuracy: 2 m
grade: -3.66 %
heart_rate: 88 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 82
left_torque_effectiveness: 61.5 percent
position_lat: -303064263 semicircles
position_long: -587528768 semicircles
power: 0 watts
right_pedal_smoothness: 6.0 percent
right_torque_effectiveness: 21.5 percent
speed: 6.299 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:57

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 138.16 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 5.609 m/s
gps_accuracy: 2 m
grade: -3.77 %
heart_rate: 87 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 86
left_torque_effectiveness: 61.5 percent
position_lat: -303064811 semicircles
position_long: -587528445 semicircles
power: 0 watts
right_pedal_smoothness: 4.5 percent
right_torque_effectiveness: 17.0 percent
speed: 5.609 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:58

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 144.04 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 5.783 m/s
gps_accuracy: 2 m
grade: -3.58 %
heart_rate: 87 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 90
left_torque_effectiveness: 62.0 percent
position_lat: -303065429 semicircles
position_long: -587528283 semicircles
power: 0 watts
right_pedal_smoothness: 3.5 percent
right_torque_effectiveness: 12.5 percent
speed: 5.783 m/s
temperature: 14 C
timestamp: 2020-11-24 09:58:59

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 150.11 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 6.093 m/s
gps_accuracy: 2 m
grade: -3.25 %
heart_rate: 87 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 94
left_torque_effectiveness: 62.5 percent
position_lat: -303066078 semicircles
position_long: -587528270 semicircles
power: 0 watts
right_pedal_smoothness: 2.0 percent
right_torque_effectiveness: 8.0 percent
speed: 6.093 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:00

altitude: 943.2 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 156.56 m
enhanced_altitude: 943.2 m
enhanced_speed: 6.485 m/s
gps_accuracy: 2 m
grade: -2.87 %
heart_rate: 87 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 98
left_torque_effectiveness: 62.5 percent
position_lat: -303066758 semicircles
position_long: -587528171 semicircles
power: 0 watts
right_pedal_smoothness: 1.0 percent
right_torque_effectiveness: 3.5 percent
speed: 6.485 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:01

altitude: 943.0 m
ascent: 0 m
cadence: 62 rpm
calories: 1 kcal
distance: 163.35 m
enhanced_altitude: 943.0 m
enhanced_speed: 6.46 m/s
gps_accuracy: 2 m
grade: -2.52 %
heart_rate: 88 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 81
left_torque_effectiveness: 63.0 percent
position_lat: -303067473 semicircles
position_long: -587527943 semicircles
power: 125 watts
right_pedal_smoothness: 0.0 percent
right_torque_effectiveness: 4.0 percent
speed: 6.46 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:02

altitude: 943.0 m
ascent: 0 m
cadence: 61 rpm
calories: 1 kcal
distance: 169.93 m
enhanced_altitude: 943.0 m
enhanced_speed: 6.226 m/s
gps_accuracy: 2 m
grade: -2.21 %
heart_rate: 88 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 52
left_torque_effectiveness: 62.5 percent
position_lat: -303068141 semicircles
position_long: -587527703 semicircles
power: 141 watts
right_pedal_smoothness: 0.0 percent
right_torque_effectiveness: 22.5 percent
speed: 6.226 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:03

altitude: 943.0 m
ascent: 0 m
cadence: 60 rpm
calories: 1 kcal
distance: 176.15 m
enhanced_altitude: 943.0 m
enhanced_speed: 6.014 m/s
gps_accuracy: 2 m
grade: -1.96 %
heart_rate: 89 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 56
left_torque_effectiveness: 69.0 percent
position_lat: -303068763 semicircles
position_long: -587527459 semicircles
power: 157 watts
right_pedal_smoothness: 7.5 percent
right_torque_effectiveness: 41.0 percent
speed: 6.014 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:04

altitude: 943.2 m
ascent: 0 m
cadence: 58 rpm
calories: 1 kcal
distance: 182.08 m
enhanced_altitude: 943.2 m
enhanced_speed: 5.779 m/s
gps_accuracy: 2 m
grade: -1.59 %
heart_rate: 90 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 58
left_torque_effectiveness: 75.5 percent
position_lat: -303069386 semicircles
position_long: -587527302 semicircles
power: 193 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 59.0 percent
speed: 5.779 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:05

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 56 rpm
calories: 1 kcal
distance: 188.03 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 6.0 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 90 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 55
left_torque_effectiveness: 82.0 percent
position_lat: -303070021 semicircles
position_long: -587527224 semicircles
power: 249 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 72.0 percent
speed: 6.0 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:06

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 57 rpm
calories: 1 kcal
distance: 194.13 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 5.727 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 52
left_torque_effectiveness: 87.0 percent
position_lat: -303070678 semicircles
position_long: -587527165 semicircles
power: 305 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 77.0 percent
speed: 5.727 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:07

altitude: 943.8 m
ascent: 0 m
cadence: 56 rpm
calories: 2 kcal
distance: 199.89 m
enhanced_altitude: 943.8 m
enhanced_speed: 5.551 m/s
gps_accuracy: 2 m
grade: 0.04 %
heart_rate: 92 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 49
left_torque_effectiveness: 84.0 percent
position_lat: -303071293 semicircles
position_long: -587527074 semicircles
power: 224 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 77.0 percent
speed: 5.551 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:08

altitude: 944.0 m
ascent: 0 m
cadence: 54 rpm
calories: 2 kcal
distance: 205.69 m
enhanced_altitude: 944.0 m
enhanced_speed: 5.71 m/s
gps_accuracy: 2 m
grade: 0.68 %
heart_rate: 93 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 50
left_torque_effectiveness: 68.0 percent
position_lat: -303071914 semicircles
position_long: -587527022 semicircles
power: 171 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 83.5 percent
speed: 5.71 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:09

altitude: 944.2 m
ascent: 1 m
cadence: 54 rpm
calories: 2 kcal
distance: 211.65 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.709 m/s
gps_accuracy: 2 m
grade: 1.49 %
heart_rate: 93 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 51
left_torque_effectiveness: 69.5 percent
position_lat: -303072555 semicircles
position_long: -587527054 semicircles
power: 134 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 80.0 percent
speed: 5.709 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:10

altitude: 944.2 m
ascent: 1 m
cadence: 55 rpm
calories: 2 kcal
distance: 217.46 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.697 m/s
gps_accuracy: 2 m
grade: 2.16 %
heart_rate: 94 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 52
left_torque_effectiveness: 71.5 percent
position_lat: -303073181 semicircles
position_long: -587527054 semicircles
power: 114 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 75.0 percent
speed: 5.697 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:11

altitude: 944.2 m
ascent: 1 m
cadence: 55 rpm
calories: 2 kcal
distance: 223.29 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.726 m/s
gps_accuracy: 2 m
grade: 2.49 %
heart_rate: 95 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 51
left_torque_effectiveness: 67.5 percent
position_lat: -303073809 semicircles
position_long: -587527054 semicircles
power: 106 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 73.0 percent
speed: 5.726 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:12

altitude: 944.2 m
ascent: 1 m
cadence: 57 rpm
calories: 2 kcal
distance: 229.41 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.803 m/s
gps_accuracy: 2 m
grade: 2.51 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 50
left_torque_effectiveness: 64.0 percent
position_lat: -303074468 semicircles
position_long: -587527094 semicircles
power: 93 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 73.0 percent
speed: 5.803 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:13

altitude: 944.2 m
ascent: 1 m
cadence: 46 rpm
calories: 2 kcal
distance: 235.36 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.786 m/s
gps_accuracy: 2 m
grade: 2.25 %
heart_rate: 95 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 49
left_torque_effectiveness: 62.0 percent
position_lat: -303075098 semicircles
position_long: -587527231 semicircles
power: 72 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 69.5 percent
speed: 5.786 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:14

altitude: 944.2 m
ascent: 1 m
cadence: 32 rpm
calories: 2 kcal
distance: 241.23 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.72 m/s
gps_accuracy: 2 m
grade: 1.75 %
heart_rate: 95 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 50
left_torque_effectiveness: 60.5 percent
position_lat: -303075715 semicircles
position_long: -587527381 semicircles
power: 50 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 66.0 percent
speed: 5.72 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:15

altitude: 944.2 m
ascent: 1 m
cadence: 18 rpm
calories: 2 kcal
distance: 246.93 m
enhanced_altitude: 944.2 m
enhanced_speed: 5.604 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 51
left_torque_effectiveness: 60.5 percent
position_lat: -303076319 semicircles
position_long: -587527562 semicircles
power: 28 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 65.5 percent
speed: 5.604 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:16

altitude: 944.0 m
ascent: 1 m
cadence: 3 rpm
calories: 2 kcal
distance: 252.57 m
enhanced_altitude: 944.0 m
enhanced_speed: 5.559 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 53
left_torque_effectiveness: 62.5 percent
position_lat: -303076901 semicircles
position_long: -587527743 semicircles
power: 0 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 67.0 percent
speed: 5.559 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:17

altitude: 943.8 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 258.13 m
enhanced_altitude: 943.8 m
enhanced_speed: 5.337 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 54
left_torque_effectiveness: 64.5 percent
position_lat: -303077475 semicircles
position_long: -587527914 semicircles
power: 0 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 68.5 percent
speed: 5.337 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:18

altitude: 943.8 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 263.43 m
enhanced_altitude: 943.8 m
enhanced_speed: 4.981 m/s
gps_accuracy: 2 m
grade: -0.06 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 55
left_torque_effectiveness: 66.5 percent
position_lat: -303078029 semicircles
position_long: -587528036 semicircles
power: 0 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 70.0 percent
speed: 4.981 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:19

altitude: 943.8 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 268.1 m
enhanced_altitude: 943.8 m
enhanced_speed: 4.326 m/s
gps_accuracy: 2 m
grade: -0.98 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 56
left_torque_effectiveness: 69.0 percent
position_lat: -303078530 semicircles
position_long: -587528114 semicircles
power: 0 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 71.5 percent
speed: 4.326 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:20

altitude: 943.8 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 272.29 m
enhanced_altitude: 943.8 m
enhanced_speed: 3.764 m/s
gps_accuracy: 2 m
grade: -1.22 %
heart_rate: 94 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 57
left_torque_effectiveness: 71.0 percent
position_lat: -303078983 semicircles
position_long: -587528146 semicircles
power: 0 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 73.5 percent
speed: 3.764 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:21

altitude: 943.8 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 275.93 m
enhanced_altitude: 943.8 m
enhanced_speed: 2.971 m/s
gps_accuracy: 2 m
grade: -1.21 %
heart_rate: 94 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 58
left_torque_effectiveness: 73.0 percent
position_lat: -303079380 semicircles
position_long: -587528146 semicircles
power: 0 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 75.0 percent
speed: 2.971 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:22

altitude: 944.0 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 278.8 m
enhanced_altitude: 944.0 m
enhanced_speed: 2.4 m/s
gps_accuracy: 2 m
grade: -0.05 %
heart_rate: 93 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 60
left_torque_effectiveness: 75.0 percent
position_lat: -303079679 semicircles
position_long: -587528146 semicircles
power: 0 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 76.5 percent
speed: 2.4 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:23

altitude: 944.4000000000001 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 280.38 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 0.797 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 65
left_torque_effectiveness: 85.5 percent
position_lat: -303080350 semicircles
position_long: -587528152 semicircles
power: 0 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 84.5 percent
speed: 0.797 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:28

altitude: 944.4000000000001 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 281.0 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 2.606 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 26.0 percent
left_right_balance: 67
left_torque_effectiveness: 87.5 percent
position_lat: -303080672 semicircles
position_long: -587528030 semicircles
power: 0 watts
right_pedal_smoothness: 28.0 percent
right_torque_effectiveness: 86.0 percent
speed: 2.606 m/s
temperature: 14 C
timestamp: 2020-11-24 09:59:29

altitude: 944.4000000000001 m
ascent: 1 m
cadence: 0 rpm
calories: 2 kcal
distance: 283.37 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 2.42 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
