Gear: Cannondale SuperSix
timestamp: 2020-11-03 09:41:47

altitude: 930.8 m
ascent: 0 m
cadence: 42 rpm
calories: 1 kcal
distance: 68.29 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.394 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 62
left_torque_effectiveness: 71.0 percent
position_lat: -303057778 semicircles
position_long: -587537164 semicircles
power: 114 watts
right_pedal_smoothness: 13.5 percent
right_torque_effectiveness: 45.5 percent
speed: 5.394 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:48

altitude: 930.8 m
ascent: 0 m
cadence: 42 rpm
calories: 1 kcal
distance: 74.03 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.324 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 58
left_torque_effectiveness: 72.5 percent
position_lat: -303058342 semicircles
position_long: -587536876 semicircles
power: 127 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 69.0 percent
speed: 5.324 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:49

altitude: 930.8 m
ascent: 0 m
cadence: 42 rpm
calories: 1 kcal
distance: 79.62 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.268 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 52
left_torque_effectiveness: 80.0 percent
position_lat: -303058888 semicircles
position_long: -587536571 semicircles
power: 138 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 74.0 percent
speed: 5.268 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:50

altitude: 930.8 m
ascent: 0 m
cadence: 41 rpm
calories: 1 kcal
distance: 85.07 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.131 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 88 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 51
left_torque_effectiveness: 81.0 percent
position_lat: -303059418 semicircles
position_long: -587536285 semicircles
power: 137 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 75.5 percent
speed: 5.131 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:51

altitude: 930.8 m
ascent: 0 m
cadence: 40 rpm
calories: 1 kcal
distance: 90.35 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.166 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 89 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 79.5 percent
position_lat: -303059903 semicircles
position_long: -587535953 semicircles
power: 123 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 75.5 percent
speed: 5.166 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:52

altitude: 930.8 m
ascent: 0 m
cadence: 39 rpm
calories: 1 kcal
distance: 95.78 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.396 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 89 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 50
left_torque_effectiveness: 78.0 percent
position_lat: -303060367 semicircles
position_long: -587535574 semicircles
power: 88 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 75.5 percent
speed: 5.396 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:53

altitude: 930.8 m
ascent: 0 m
cadence: 40 rpm
calories: 1 kcal
distance: 101.31 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.731 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 89 bpm
left_pedal_smoothness: 14.0 percent
left_right_balance: 52
left_torque_effectiveness: 45.5 percent
position_lat: -303060839 semicircles
position_long: -587535163 semicircles
power: 90 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 75.0 percent
speed: 5.731 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:54

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 41 rpm
calories: 1 kcal
distance: 107.02 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.102 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 90 bpm
left_pedal_smoothness: 13.5 percent
left_right_balance: 53
left_torque_effectiveness: 45.0 percent
position_lat: -303061303 semicircles
position_long: -587534724 semicircles
power: 104 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 73.0 percent
speed: 6.102 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:55

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 46 rpm
calories: 1 kcal
distance: 113.1 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.475 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 90 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 48
left_torque_effectiveness: 54.5 percent
position_lat: -303061775 semicircles
position_long: -587534228 semicircles
power: 76 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 70.5 percent
speed: 6.475 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:56

altitude: 930.4000000000001 m
ascent: 0 m
cadence: 49 rpm
calories: 1 kcal
distance: 119.33 m
enhanced_altitude: 930.4000000000001 m
enhanced_speed: 6.812 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 49
left_torque_effectiveness: 61.5 percent
position_lat: -303062244 semicircles
position_long: -587533712 semicircles
power: 74 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 66.0 percent
speed: 6.812 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:57

altitude: 930.2 m
ascent: 0 m
cadence: 39 rpm
calories: 1 kcal
distance: 126.42 m
enhanced_altitude: 930.2 m
enhanced_speed: 7.194 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 56
left_torque_effectiveness: 58.5 percent
position_lat: -303062735 semicircles
position_long: -587533074 semicircles
power: 57 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 56.0 percent
speed: 7.194 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:58

altitude: 930.0 m
ascent: 0 m
cadence: 25 rpm
calories: 1 kcal
distance: 133.77 m
enhanced_altitude: 930.0 m
enhanced_speed: 7.433 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 58
left_torque_effectiveness: 60.0 percent
position_lat: -303063233 semicircles
position_long: -587532394 semicircles
power: 36 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 58.5 percent
speed: 7.433 m/s
temperature: 11 C
timestamp: 2020-11-03 09:41:59

altitude: 929.5999999999999 m
ascent: 0 m
cadence: 10 rpm
calories: 1 kcal
distance: 141.26 m
enhanced_altitude: 929.5999999999999 m
enhanced_speed: 7.547 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 61
left_torque_effectiveness: 61.5 percent
position_lat: -303063784 semicircles
position_long: -587531728 semicircles
power: 15 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 60.5 percent
speed: 7.547 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:00

altitude: 929.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 148.98 m
enhanced_altitude: 929.4000000000001 m
enhanced_speed: 7.673 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 63
left_torque_effectiveness: 63.0 percent
position_lat: -303064367 semicircles
position_long: -587531091 semicircles
power: 0 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 63.0 percent
speed: 7.673 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:01

altitude: 929.2 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 156.75 m
enhanced_altitude: 929.2 m
enhanced_speed: 7.785 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 66
left_torque_effectiveness: 64.5 percent
position_lat: -303064999 semicircles
position_long: -587530478 semicircles
power: 0 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 65.5 percent
speed: 7.785 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:02

altitude: 929.0 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 164.5 m
enhanced_altitude: 929.0 m
enhanced_speed: 7.863 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 69
left_torque_effectiveness: 66.5 percent
position_lat: -303065675 semicircles
position_long: -587529950 semicircles
power: 0 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 68.0 percent
speed: 7.863 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:03

altitude: 928.8 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 172.36 m
enhanced_altitude: 928.8 m
enhanced_speed: 7.731 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 71
left_torque_effectiveness: 68.0 percent
position_lat: -303066391 semicircles
position_long: -587529449 semicircles
power: 0 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 70.0 percent
speed: 7.731 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:04

altitude: 928.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 179.8 m
enhanced_altitude: 928.5999999999999 m
enhanced_speed: 7.416 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 74
left_torque_effectiveness: 69.5 percent
position_lat: -303067074 semicircles
position_long: -587528993 semicircles
power: 0 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 72.5 percent
speed: 7.416 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:05

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 187.13 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 7.177 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 76
left_torque_effectiveness: 71.0 percent
position_lat: -303067788 semicircles
position_long: -587528625 semicircles
power: 0 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 75.0 percent
speed: 7.177 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:06

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 3 rpm
calories: 1 kcal
distance: 194.19 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 6.999 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 79
left_torque_effectiveness: 72.5 percent
position_lat: -303068485 semicircles
position_long: -587528275 semicircles
power: 0 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 77.0 percent
speed: 6.999 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:07

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 51 rpm
calories: 2 kcal
distance: 201.05 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 6.92 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 76
left_torque_effectiveness: 74.0 percent
position_lat: -303069177 semicircles
position_long: -587528000 semicircles
power: 148 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 79.5 percent
speed: 6.92 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:08

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 53 rpm
calories: 2 kcal
distance: 207.7 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 6.627 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 57
left_torque_effectiveness: 80.0 percent
position_lat: -303069878 semicircles
position_long: -587527833 semicircles
power: 172 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 79.5 percent
speed: 6.627 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:09

altitude: 928.5999999999999 m
ascent: 0 m
cadence: 52 rpm
calories: 2 kcal
distance: 214.07 m
enhanced_altitude: 928.5999999999999 m
enhanced_speed: 6.312 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 91 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 56
left_torque_effectiveness: 83.5 percent
position_lat: -303070547 semicircles
position_long: -587527709 semicircles
power: 183 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 80.5 percent
speed: 6.312 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:10

altitude: 928.5999999999999 m
ascent: 0 m
cadence: 49 rpm
calories: 2 kcal
distance: 220.12 m
enhanced_altitude: 928.5999999999999 m
enhanced_speed: 5.841 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 26.0 percent
left_right_balance: 55
left_torque_effectiveness: 86.0 percent
position_lat: -303071195 semicircles
position_long: -587527632 semicircles
power: 187 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 81.5 percent
speed: 5.841 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:11

altitude: 928.8 m
ascent: 0 m
cadence: 47 rpm
calories: 2 kcal
distance: 225.83 m
enhanced_altitude: 928.8 m
enhanced_speed: 5.737 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 54
left_torque_effectiveness: 88.5 percent
position_lat: -303071806 semicircles
position_long: -587527586 semicircles
power: 163 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 81.5 percent
speed: 5.737 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:12

altitude: 928.8 m
ascent: 0 m
cadence: 45 rpm
calories: 2 kcal
distance: 231.54 m
enhanced_altitude: 928.8 m
enhanced_speed: 5.799 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 53
left_torque_effectiveness: 84.5 percent
position_lat: -303072417 semicircles
position_long: -587527569 semicircles
power: 134 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 88.5 percent
speed: 5.799 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:13

altitude: 929.0 m
ascent: 0 m
cadence: 45 rpm
calories: 3 kcal
distance: 237.15 m
enhanced_altitude: 929.0 m
enhanced_speed: 5.626 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 93 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 55
left_torque_effectiveness: 79.0 percent
position_lat: -303073025 semicircles
position_long: -587527600 semicircles
power: 113 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 86.5 percent
speed: 5.626 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:14

altitude: 929.0 m
ascent: 0 m
cadence: 45 rpm
calories: 3 kcal
distance: 242.96 m
enhanced_altitude: 929.0 m
enhanced_speed: 5.85 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 94 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 54
left_torque_effectiveness: 73.5 percent
position_lat: -303073664 semicircles
position_long: -587527615 semicircles
power: 107 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 79.0 percent
speed: 5.85 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:15

altitude: 929.0 m
ascent: 0 m
cadence: 45 rpm
calories: 3 kcal
distance: 248.85 m
enhanced_altitude: 929.0 m
enhanced_speed: 5.888 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 94 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 52
left_torque_effectiveness: 70.0 percent
position_lat: -303074298 semicircles
position_long: -587527674 semicircles
power: 99 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 71.5 percent
speed: 5.888 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:16

altitude: 929.0 m
ascent: 0 m
cadence: 46 rpm
calories: 3 kcal
distance: 254.67 m
enhanced_altitude: 929.0 m
enhanced_speed: 5.832 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 54
left_torque_effectiveness: 68.0 percent
position_lat: -303074918 semicircles
position_long: -587527765 semicircles
power: 92 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 71.5 percent
speed: 5.832 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:17

altitude: 929.0 m
ascent: 0 m
cadence: 46 rpm
calories: 3 kcal
distance: 260.34 m
enhanced_altitude: 929.0 m
enhanced_speed: 5.565 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 58
left_torque_effectiveness: 66.0 percent
position_lat: -303075512 semicircles
position_long: -587527884 semicircles
power: 86 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 71.0 percent
speed: 5.565 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:18

altitude: 929.0 m
ascent: 0 m
cadence: 46 rpm
calories: 3 kcal
distance: 266.07 m
enhanced_altitude: 929.0 m
enhanced_speed: 5.649 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 62
left_torque_effectiveness: 64.5 percent
position_lat: -303076105 semicircles
position_long: -587528067 semicircles
power: 80 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 70.0 percent
speed: 5.649 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:19

altitude: 928.8 m
ascent: 0 m
cadence: 32 rpm
calories: 3 kcal
distance: 271.79 m
enhanced_altitude: 928.8 m
enhanced_speed: 5.727 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 62
left_torque_effectiveness: 62.5 percent
position_lat: -303076697 semicircles
position_long: -587528235 semicircles
power: 55 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 69.5 percent
speed: 5.727 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:20

altitude: 928.8 m
ascent: 0 m
cadence: 17 rpm
calories: 3 kcal
distance: 277.68 m
enhanced_altitude: 928.8 m
enhanced_speed: 6.064 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 61
left_torque_effectiveness: 62.5 percent
position_lat: -303077317 semicircles
position_long: -587528371 semicircles
power: 30 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 69.5 percent
speed: 6.064 m/s
temperature: 11 C
timestamp: 2020-11-03 09:42:21

altitude: 928.5999999999999 m
ascent: 0 m
cadence: 3 rpm
calories: 3 kcal
distance: 284.06 m
enhanced_altitude: 928.5999999999999 m
enhanced_speed: 6.354 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 59
