Gear: Cannondale SuperSix
position_lat: -303128542 semicircles
position_long: -587476033 semicircles
power: 101 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 60.5 percent
speed: 7.439 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:22

cadence: 69 rpm
calories: 2 kcal
distance: 8.7 m
enhanced_speed: 7.49 m/s
gps_accuracy: 3 m
heart_rate: 98 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 54
left_torque_effectiveness: 62.0 percent
position_lat: -303129223 semicircles
position_long: -587475440 semicircles
power: 104 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 60.0 percent
speed: 7.49 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:23

cadence: 70 rpm
calories: 2 kcal
distance: 16.46 m
enhanced_speed: 7.17 m/s
gps_accuracy: 3 m
heart_rate: 98 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 54
left_torque_effectiveness: 62.5 percent
position_lat: -303129885 semicircles
position_long: -587474857 semicircles
power: 109 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 61.5 percent
speed: 7.17 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:24

cadence: 70 rpm
calories: 2 kcal
distance: 23.84 m
enhanced_speed: 7.163 m/s
gps_accuracy: 3 m
heart_rate: 98 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303130559 semicircles
position_long: -587474365 semicircles
power: 128 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 63.0 percent
speed: 7.163 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:25

cadence: 71 rpm
calories: 2 kcal
distance: 31.57 m
enhanced_speed: 7.475 m/s
gps_accuracy: 3 m
heart_rate: 98 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303131253 semicircles
position_long: -587473899 semicircles
power: 136 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 64.0 percent
speed: 7.475 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:26

cadence: 72 rpm
calories: 2 kcal
distance: 39.01 m
enhanced_speed: 7.198 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303131936 semicircles
position_long: -587473406 semicircles
power: 129 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 65.5 percent
speed: 7.198 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:27

cadence: 73 rpm
calories: 2 kcal
distance: 46.41 m
enhanced_speed: 7.534 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303132622 semicircles
position_long: -587472992 semicircles
power: 129 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 66.5 percent
speed: 7.534 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:28

cadence: 74 rpm
calories: 2 kcal
distance: 54.31 m
enhanced_speed: 7.965 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303133361 semicircles
position_long: -587472524 semicircles
power: 132 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 68.0 percent
speed: 7.965 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:29

cadence: 75 rpm
calories: 3 kcal
distance: 63.22 m
enhanced_speed: 8.207 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.5 percent
position_lat: -303134174 semicircles
position_long: -587471948 semicircles
power: 136 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 68.5 percent
speed: 8.207 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:30

cadence: 76 rpm
calories: 3 kcal
distance: 71.57 m
enhanced_speed: 8.155 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 53
left_torque_effectiveness: 64.0 percent
position_lat: -303134967 semicircles
position_long: -587471511 semicircles
power: 123 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 68.0 percent
speed: 8.155 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:31

cadence: 76 rpm
calories: 3 kcal
distance: 80.65 m
enhanced_speed: 8.066 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 53
left_torque_effectiveness: 65.0 percent
position_lat: -303135872 semicircles
position_long: -587471091 semicircles
power: 117 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 67.5 percent
speed: 8.066 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:32

cadence: 76 rpm
calories: 3 kcal
distance: 89.14 m
enhanced_speed: 8.106 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 53
left_torque_effectiveness: 66.5 percent
position_lat: -303136740 semicircles
position_long: -587470785 semicircles
power: 127 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 67.5 percent
speed: 8.106 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:33

cadence: 77 rpm
calories: 3 kcal
distance: 97.6 m
enhanced_speed: 8.043 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 53
left_torque_effectiveness: 68.0 percent
position_lat: -303137642 semicircles
position_long: -587470600 semicircles
power: 135 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 67.5 percent
speed: 8.043 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:34

cadence: 77 rpm
calories: 3 kcal
distance: 105.66 m
enhanced_speed: 8.071 m/s
gps_accuracy: 3 m
heart_rate: 96 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 54
left_torque_effectiveness: 69.0 percent
position_lat: -303138481 semicircles
position_long: -587470389 semicircles
power: 146 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 67.5 percent
speed: 8.071 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:35

cadence: 77 rpm
calories: 3 kcal
distance: 113.59 m
enhanced_speed: 7.91 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 54
left_torque_effectiveness: 70.5 percent
position_lat: -303139342 semicircles
position_long: -587470344 semicircles
power: 155 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 67.5 percent
speed: 7.91 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:36

cadence: 76 rpm
calories: 3 kcal
distance: 121.9 m
enhanced_speed: 8.161 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 53
left_torque_effectiveness: 73.0 percent
position_lat: -303140230 semicircles
position_long: -587470305 semicircles
power: 171 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 68.0 percent
speed: 8.161 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:37

cadence: 76 rpm
calories: 3 kcal
distance: 130.42 m
enhanced_speed: 8.023 m/s
gps_accuracy: 3 m
heart_rate: 97 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 53
left_torque_effectiveness: 76.0 percent
position_lat: -303141143 semicircles
position_long: -587470351 semicircles
power: 214 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 69.0 percent
speed: 8.023 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:38

cadence: 76 rpm
calories: 4 kcal
distance: 138.55 m
enhanced_speed: 7.969 m/s
gps_accuracy: 3 m
heart_rate: 98 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 52
left_torque_effectiveness: 79.0 percent
position_lat: -303142029 semicircles
position_long: -587470389 semicircles
power: 211 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 70.5 percent
speed: 7.969 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:39

cadence: 75 rpm
calories: 4 kcal
distance: 146.48 m
enhanced_speed: 7.961 m/s
gps_accuracy: 3 m
heart_rate: 99 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 51
left_torque_effectiveness: 80.5 percent
position_lat: -303142871 semicircles
position_long: -587470347 semicircles
power: 205 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 76.0 percent
speed: 7.961 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:40

cadence: 76 rpm
calories: 4 kcal
distance: 154.41 m
enhanced_speed: 7.996 m/s
gps_accuracy: 3 m
heart_rate: 99 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 52
left_torque_effectiveness: 82.5 percent
position_lat: -303143735 semicircles
position_long: -587470347 semicircles
power: 193 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 82.0 percent
speed: 7.996 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:41

cadence: 76 rpm
calories: 4 kcal
distance: 162.07 m
enhanced_speed: 7.994 m/s
gps_accuracy: 3 m
heart_rate: 100 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 52
left_torque_effectiveness: 77.0 percent
position_lat: -303144565 semicircles
position_long: -587470347 semicircles
power: 169 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 78.5 percent
speed: 7.994 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:42

cadence: 76 rpm
calories: 4 kcal
distance: 170.32 m
enhanced_speed: 8.011 m/s
gps_accuracy: 3 m
heart_rate: 100 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 52
left_torque_effectiveness: 71.0 percent
position_lat: -303145445 semicircles
position_long: -587470351 semicircles
power: 148 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 75.0 percent
speed: 8.011 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:43

cadence: 77 rpm
calories: 4 kcal
distance: 178.4 m
enhanced_speed: 8.114 m/s
gps_accuracy: 3 m
heart_rate: 101 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 53
left_torque_effectiveness: 68.0 percent
position_lat: -303146325 semicircles
position_long: -587470396 semicircles
power: 145 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 72.0 percent
speed: 8.114 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:44

cadence: 78 rpm
calories: 4 kcal
distance: 186.62 m
enhanced_speed: 8.235 m/s
gps_accuracy: 3 m
heart_rate: 101 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 53
left_torque_effectiveness: 67.5 percent
position_lat: -303147198 semicircles
position_long: -587470446 semicircles
power: 142 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 69.5 percent
speed: 8.235 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:45

cadence: 80 rpm
calories: 4 kcal
distance: 194.96 m
enhanced_speed: 8.354 m/s
gps_accuracy: 3 m
heart_rate: 102 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 52
left_torque_effectiveness: 66.0 percent
position_lat: -303148089 semicircles
position_long: -587470529 semicircles
power: 136 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 67.5 percent
speed: 8.354 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:46

cadence: 80 rpm
calories: 4 kcal
distance: 203.2 m
enhanced_speed: 8.229 m/s
gps_accuracy: 3 m
heart_rate: 102 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 51
left_torque_effectiveness: 62.0 percent
position_lat: -303148991 semicircles
position_long: -587470526 semicircles
power: 122 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 67.0 percent
speed: 8.229 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:47

cadence: 81 rpm
calories: 5 kcal
distance: 211.78 m
enhanced_speed: 8.609 m/s
gps_accuracy: 3 m
heart_rate: 103 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 51
left_torque_effectiveness: 58.0 percent
position_lat: -303149910 semicircles
position_long: -587470484 semicircles
power: 121 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 66.5 percent
speed: 8.609 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:48

cadence: 81 rpm
calories: 5 kcal
distance: 220.59 m
enhanced_speed: 8.68 m/s
gps_accuracy: 3 m
heart_rate: 103 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 51
left_torque_effectiveness: 59.5 percent
position_lat: -303150860 semicircles
position_long: -587470488 semicircles
power: 125 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 66.0 percent
speed: 8.68 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:49

cadence: 82 rpm
calories: 5 kcal
distance: 229.27 m
enhanced_speed: 8.522 m/s
gps_accuracy: 3 m
heart_rate: 104 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 52
left_torque_effectiveness: 61.0 percent
position_lat: -303151791 semicircles
position_long: -587470529 semicircles
power: 124 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 65.0 percent
speed: 8.522 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:50

cadence: 82 rpm
calories: 5 kcal
distance: 237.15 m
enhanced_speed: 8.036 m/s
gps_accuracy: 3 m
heart_rate: 104 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 52
left_torque_effectiveness: 60.5 percent
position_lat: -303152629 semicircles
position_long: -587470533 semicircles
power: 122 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 64.5 percent
speed: 8.036 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:51

cadence: 83 rpm
calories: 5 kcal
distance: 245.96 m
enhanced_speed: 8.59 m/s
gps_accuracy: 3 m
heart_rate: 104 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 52
left_torque_effectiveness: 59.5 percent
position_lat: -303153595 semicircles
position_long: -587470579 semicircles
power: 120 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 63.5 percent
speed: 8.59 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:52

cadence: 83 rpm
calories: 5 kcal
distance: 255.04 m
enhanced_speed: 8.856 m/s
gps_accuracy: 3 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 53
left_torque_effectiveness: 58.5 percent
position_lat: -303154556 semicircles
position_long: -587470624 semicircles
power: 114 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 62.5 percent
speed: 8.856 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:53

cadence: 84 rpm
calories: 5 kcal
distance: 264.25 m
enhanced_speed: 8.956 m/s
gps_accuracy: 3 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 53
left_torque_effectiveness: 59.0 percent
position_lat: -303155553 semicircles
position_long: -587470669 semicircles
power: 114 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 61.0 percent
speed: 8.956 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:54

cadence: 84 rpm
calories: 5 kcal
distance: 273.74 m
enhanced_speed: 9.248 m/s
gps_accuracy: 3 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 52
left_torque_effectiveness: 59.5 percent
position_lat: -303156581 semicircles
position_long: -587470715 semicircles
power: 112 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 59.5 percent
speed: 9.248 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:55

cadence: 85 rpm
calories: 5 kcal
distance: 282.93 m
enhanced_speed: 9.155 m/s
gps_accuracy: 3 m
heart_rate: 106 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 52
left_torque_effectiveness: 58.0 percent
position_lat: -303157557 semicircles
position_long: -587470757 semicircles
power: 114 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 60.0 percent
speed: 9.155 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:56

cadence: 85 rpm
calories: 5 kcal
distance: 291.74 m
enhanced_speed: 9.119 m/s
gps_accuracy: 2 m
heart_rate: 106 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 52
left_torque_effectiveness: 57.0 percent
position_lat: -303158510 semicircles
position_long: -587470757 semicircles
power: 112 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 60.5 percent
speed: 9.119 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:57

cadence: 85 rpm
calories: 5 kcal
distance: 301.28 m
enhanced_speed: 9.106 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 52
left_torque_effectiveness: 57.0 percent
position_lat: -303159545 semicircles
position_long: -587470761 semicircles
power: 109 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.0 percent
speed: 9.106 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:58

cadence: 86 rpm
calories: 5 kcal
distance: 310.3 m
enhanced_speed: 9.142 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 53
left_torque_effectiveness: 57.5 percent
position_lat: -303160518 semicircles
position_long: -587470802 semicircles
power: 105 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 57.5 percent
speed: 9.142 m/s
temperature: 15 C
timestamp: 2020-12-01 09:59:59

cadence: 86 rpm
calories: 6 kcal
distance: 319.52 m
enhanced_speed: 9.499 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 54
left_torque_effectiveness: 58.5 percent
position_lat: -303161500 semicircles
position_long: -587470802 semicircles
power: 100 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 57.0 percent
speed: 9.499 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:00

cadence: 86 rpm
calories: 6 kcal
distance: 328.94 m
enhanced_speed: 9.057 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 55
left_torque_effectiveness: 59.0 percent
position_lat: -303162521 semicircles
position_long: -587470799 semicircles
power: 102 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 57.5 percent
speed: 9.057 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:01

cadence: 86 rpm
calories: 6 kcal
distance: 337.94 m
enhanced_speed: 9.041 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 55
left_torque_effectiveness: 59.5 percent
position_lat: -303163492 semicircles
position_long: -587470750 semicircles
power: 107 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 58.0 percent
speed: 9.041 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:02

cadence: 86 rpm
calories: 6 kcal
distance: 347.43 m
enhanced_speed: 9.07 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 55
left_torque_effectiveness: 59.5 percent
position_lat: -303164500 semicircles
position_long: -587470666 semicircles
power: 112 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 58.5 percent
speed: 9.07 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:03

cadence: 87 rpm
calories: 6 kcal
distance: 356.51 m
enhanced_speed: 9.233 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 54
left_torque_effectiveness: 59.5 percent
position_lat: -303165482 semicircles
position_long: -587470662 semicircles
power: 110 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 59.0 percent
speed: 9.233 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:04

cadence: 86 rpm
calories: 6 kcal
distance: 365.61 m
enhanced_speed: 8.953 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 52
left_torque_effectiveness: 61.0 percent
position_lat: -303166468 semicircles
position_long: -587470617 semicircles
power: 110 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.0 percent
speed: 8.953 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:05

cadence: 86 rpm
calories: 6 kcal
distance: 374.58 m
enhanced_speed: 8.879 m/s
gps_accuracy: 2 m
heart_rate: 105 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 51
left_torque_effectiveness: 63.0 percent
position_lat: -303167435 semicircles
position_long: -587470571 semicircles
power: 123 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 59.0 percent
speed: 8.879 m/s
temperature: 15 C
timestamp: 2020-12-01 10:00:06

cadence: 86 rpm
calories: 6 kcal
distance: 383.37 m
enhanced_speed: 8.928 m/s
gps_accuracy: 2 m
heart_rate: 104 bpm
