Gear: Cannondale SuperSix
enhanced_altitude: 945.4000000000001 m
enhanced_speed: 6.849 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 50
left_torque_effectiveness: 79.0 percent
position_lat: -303095352 semicircles
position_long: -587515603 semicircles
power: 134 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 85.0 percent
speed: 6.849 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:25

altitude: 945.4000000000001 m
ascent: 0 m
cadence: 58 rpm
calories: 0 kcal
distance: 47.96 m
enhanced_altitude: 945.4000000000001 m
enhanced_speed: 7.007 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 74.0 percent
position_lat: -303095847 semicircles
position_long: -587514974 semicircles
power: 130 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 78.5 percent
speed: 7.007 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:26

altitude: 945.2 m
ascent: 0 m
cadence: 59 rpm
calories: 1 kcal
distance: 55.35 m
enhanced_altitude: 945.2 m
enhanced_speed: 7.243 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 51
left_torque_effectiveness: 72.0 percent
position_lat: -303096398 semicircles
position_long: -587514331 semicircles
power: 142 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 72.5 percent
speed: 7.243 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:27

altitude: 945.2 m
ascent: 0 m
cadence: 60 rpm
calories: 1 kcal
distance: 62.77 m
enhanced_altitude: 945.2 m
enhanced_speed: 7.267 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 52
left_torque_effectiveness: 74.0 percent
position_lat: -303096951 semicircles
position_long: -587513686 semicircles
power: 118 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 72.5 percent
speed: 7.267 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:28

altitude: 945.2 m
ascent: 0 m
cadence: 61 rpm
calories: 1 kcal
distance: 69.99 m
enhanced_altitude: 945.2 m
enhanced_speed: 7.423 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 52
left_torque_effectiveness: 72.0 percent
position_lat: -303097476 semicircles
position_long: -587513049 semicircles
power: 102 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 70.0 percent
speed: 7.423 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:29

altitude: 945.0 m
ascent: 0 m
cadence: 62 rpm
calories: 1 kcal
distance: 77.59 m
enhanced_altitude: 945.0 m
enhanced_speed: 7.74 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 52
left_torque_effectiveness: 68.0 percent
position_lat: -303098046 semicircles
position_long: -587512406 semicircles
power: 102 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 66.0 percent
speed: 7.74 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:30

altitude: 944.8 m
ascent: 0 m
cadence: 64 rpm
calories: 1 kcal
distance: 85.35 m
enhanced_altitude: 944.8 m
enhanced_speed: 7.731 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 52
left_torque_effectiveness: 64.5 percent
position_lat: -303098602 semicircles
position_long: -587511695 semicircles
power: 100 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 62.0 percent
speed: 7.731 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:31

altitude: 944.5999999999999 m
ascent: 0 m
cadence: 65 rpm
calories: 1 kcal
distance: 93.29 m
enhanced_altitude: 944.5999999999999 m
enhanced_speed: 7.937 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303099163 semicircles
position_long: -587510992 semicircles
power: 99 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 63.5 percent
speed: 7.937 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:32

altitude: 944.4000000000001 m
ascent: 0 m
cadence: 66 rpm
calories: 1 kcal
distance: 101.37 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 8.021 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 53
left_torque_effectiveness: 62.0 percent
position_lat: -303099725 semicircles
position_long: -587510273 semicircles
power: 96 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 62.5 percent
speed: 8.021 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:33

altitude: 944.4000000000001 m
ascent: 0 m
cadence: 66 rpm
calories: 1 kcal
distance: 109.49 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 8.208 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 52
left_torque_effectiveness: 59.5 percent
position_lat: -303100299 semicircles
position_long: -587509542 semicircles
power: 91 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 61.5 percent
speed: 8.208 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:34

altitude: 944.4000000000001 m
ascent: 0 m
cadence: 67 rpm
calories: 1 kcal
distance: 117.9 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 8.24 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 52
left_torque_effectiveness: 57.0 percent
position_lat: -303100920 semicircles
position_long: -587508806 semicircles
power: 84 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 60.5 percent
speed: 8.24 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:35

altitude: 944.4000000000001 m
ascent: 0 m
cadence: 68 rpm
calories: 1 kcal
distance: 126.3 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 8.372 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 53
left_torque_effectiveness: 56.0 percent
position_lat: -303101530 semicircles
position_long: -587508080 semicircles
power: 81 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.0 percent
speed: 8.372 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:36

altitude: 944.4000000000001 m
ascent: 0 m
cadence: 68 rpm
calories: 1 kcal
distance: 134.43 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 8.119 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 54
left_torque_effectiveness: 54.5 percent
position_lat: -303102117 semicircles
position_long: -587507358 semicircles
power: 81 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 57.5 percent
speed: 8.119 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:37

altitude: 944.4000000000001 m
ascent: 0 m
cadence: 68 rpm
calories: 1 kcal
distance: 142.76 m
enhanced_altitude: 944.4000000000001 m
enhanced_speed: 8.262 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 55
left_torque_effectiveness: 55.5 percent
position_lat: -303102710 semicircles
position_long: -587506629 semicircles
power: 79 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 57.0 percent
speed: 8.262 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:38

altitude: 944.2 m
ascent: 0 m
cadence: 69 rpm
calories: 1 kcal
distance: 151.23 m
enhanced_altitude: 944.2 m
enhanced_speed: 8.483 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 55
left_torque_effectiveness: 56.5 percent
position_lat: -303103328 semicircles
position_long: -587505898 semicircles
power: 75 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 56.5 percent
speed: 8.483 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:39

altitude: 944.2 m
ascent: 0 m
cadence: 69 rpm
calories: 1 kcal
distance: 159.51 m
enhanced_altitude: 944.2 m
enhanced_speed: 8.273 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 56
left_torque_effectiveness: 57.5 percent
position_lat: -303103936 semicircles
position_long: -587505172 semicircles
power: 82 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 56.0 percent
speed: 8.273 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:40

altitude: 944.0 m
ascent: 0 m
cadence: 69 rpm
calories: 1 kcal
distance: 167.49 m
enhanced_altitude: 944.0 m
enhanced_speed: 8.163 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 56
left_torque_effectiveness: 58.5 percent
position_lat: -303104458 semicircles
position_long: -587504442 semicircles
power: 91 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 55.0 percent
speed: 8.163 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:41

altitude: 943.8 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 175.57 m
enhanced_altitude: 943.8 m
enhanced_speed: 8.178 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 55
left_torque_effectiveness: 59.5 percent
position_lat: -303104979 semicircles
position_long: -587503670 semicircles
power: 97 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 54.5 percent
speed: 8.178 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:42

altitude: 943.8 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 183.84 m
enhanced_altitude: 943.8 m
enhanced_speed: 8.313 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 54
left_torque_effectiveness: 60.5 percent
position_lat: -303105497 semicircles
position_long: -587502860 semicircles
power: 103 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 54.5 percent
speed: 8.313 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:43

altitude: 943.8 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 191.76 m
enhanced_altitude: 943.8 m
enhanced_speed: 8.281 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 53
left_torque_effectiveness: 61.0 percent
position_lat: -303105993 semicircles
position_long: -587502096 semicircles
power: 104 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 56.5 percent
speed: 8.281 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:44

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 200.44 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 8.179 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303106572 semicircles
position_long: -587501298 semicircles
power: 100 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 58.5 percent
speed: 8.179 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:45

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 208.36 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 8.279 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 56
left_torque_effectiveness: 67.0 percent
position_lat: -303107028 semicircles
position_long: -587500484 semicircles
power: 102 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 59.0 percent
speed: 8.279 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:46

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 216.55 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 8.394 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 68
left_torque_effectiveness: 71.0 percent
position_lat: -303107531 semicircles
position_long: -587499703 semicircles
power: 129 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 60.0 percent
speed: 8.394 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:47

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 70 rpm
calories: 2 kcal
distance: 225.01 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 8.402 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 58
left_torque_effectiveness: 66.5 percent
position_lat: -303108044 semicircles
position_long: -587498856 semicircles
power: 101 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 55.5 percent
speed: 8.402 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:48

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 70 rpm
calories: 2 kcal
distance: 233.54 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 8.417 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 53
left_torque_effectiveness: 60.5 percent
position_lat: -303108552 semicircles
position_long: -587498026 semicircles
power: 97 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 52.5 percent
speed: 8.417 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:49

altitude: 943.2 m
ascent: 0 m
cadence: 71 rpm
calories: 2 kcal
distance: 242.11 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.582 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 54
left_torque_effectiveness: 61.0 percent
position_lat: -303109084 semicircles
position_long: -587497189 semicircles
power: 96 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 58.5 percent
speed: 8.582 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:50

altitude: 943.0 m
ascent: 0 m
cadence: 71 rpm
calories: 2 kcal
distance: 250.89 m
enhanced_altitude: 943.0 m
enhanced_speed: 8.694 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 50
left_torque_effectiveness: 55.5 percent
position_lat: -303109585 semicircles
position_long: -587496326 semicircles
power: 86 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 58.5 percent
speed: 8.694 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:51

altitude: 943.0 m
ascent: 0 m
cadence: 72 rpm
calories: 2 kcal
distance: 259.41 m
enhanced_altitude: 943.0 m
enhanced_speed: 8.836 m/s
gps_accuracy: 2 m
grade: -0.46 %
heart_rate: 101 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 51
left_torque_effectiveness: 53.5 percent
position_lat: -303110092 semicircles
position_long: -587495488 semicircles
power: 82 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 57.0 percent
speed: 8.836 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:52

altitude: 942.8 m
ascent: 0 m
cadence: 73 rpm
calories: 2 kcal
distance: 268.5 m
enhanced_altitude: 942.8 m
enhanced_speed: 8.934 m/s
gps_accuracy: 2 m
grade: -1.15 %
heart_rate: 101 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 50
left_torque_effectiveness: 53.0 percent
position_lat: -303110647 semicircles
position_long: -587494562 semicircles
power: 83 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 55.5 percent
speed: 8.934 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:53

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 73 rpm
calories: 2 kcal
distance: 277.37 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 8.713 m/s
gps_accuracy: 2 m
grade: -1.33 %
heart_rate: 100 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 50
left_torque_effectiveness: 53.5 percent
position_lat: -303111146 semicircles
position_long: -587493703 semicircles
power: 81 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 54.0 percent
speed: 8.713 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:54

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 74 rpm
calories: 2 kcal
distance: 286.12 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 8.959 m/s
gps_accuracy: 2 m
grade: -1.47 %
heart_rate: 101 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 52
left_torque_effectiveness: 53.5 percent
position_lat: -303111692 semicircles
position_long: -587492840 semicircles
power: 85 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 53.0 percent
speed: 8.959 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:55

altitude: 942.2 m
ascent: 0 m
cadence: 75 rpm
calories: 3 kcal
distance: 295.2 m
enhanced_altitude: 942.2 m
enhanced_speed: 8.878 m/s
gps_accuracy: 2 m
grade: -1.53 %
heart_rate: 100 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 51
left_torque_effectiveness: 51.5 percent
position_lat: -303112266 semicircles
position_long: -587491967 semicircles
power: 78 watts
right_pedal_smoothness: 14.0 percent
right_torque_effectiveness: 51.5 percent
speed: 8.878 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:56

altitude: 942.2 m
ascent: 0 m
cadence: 75 rpm
calories: 3 kcal
distance: 304.19 m
enhanced_altitude: 942.2 m
enhanced_speed: 9.041 m/s
gps_accuracy: 2 m
grade: -1.53 %
heart_rate: 101 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 52
left_torque_effectiveness: 51.0 percent
position_lat: -303112835 semicircles
position_long: -587491105 semicircles
power: 78 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 51.5 percent
speed: 9.041 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:57

altitude: 942.0 m
ascent: 0 m
cadence: 75 rpm
calories: 3 kcal
distance: 313.27 m
enhanced_altitude: 942.0 m
enhanced_speed: 8.961 m/s
gps_accuracy: 2 m
grade: -1.49 %
heart_rate: 101 bpm
left_pedal_smoothness: 14.5 percent
left_right_balance: 49
left_torque_effectiveness: 51.0 percent
position_lat: -303113425 semicircles
position_long: -587490241 semicircles
power: 83 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 50.5 percent
speed: 8.961 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:58

altitude: 942.0 m
ascent: 0 m
cadence: 75 rpm
calories: 3 kcal
distance: 322.38 m
enhanced_altitude: 942.0 m
enhanced_speed: 8.976 m/s
gps_accuracy: 2 m
grade: -1.42 %
heart_rate: 101 bpm
left_pedal_smoothness: 14.5 percent
left_right_balance: 49
left_torque_effectiveness: 51.0 percent
position_lat: -303114020 semicircles
position_long: -587489376 semicircles
power: 87 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 51.0 percent
speed: 8.976 m/s
temperature: 19 C
timestamp: 2020-11-29 10:45:59

altitude: 941.8 m
ascent: 0 m
cadence: 75 rpm
calories: 3 kcal
distance: 330.87 m
enhanced_altitude: 941.8 m
enhanced_speed: 8.662 m/s
gps_accuracy: 2 m
grade: -1.34 %
heart_rate: 101 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 52
left_torque_effectiveness: 53.0 percent
position_lat: -303114611 semicircles
position_long: -587488589 semicircles
power: 97 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 54.5 percent
speed: 8.662 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:00

altitude: 941.8 m
ascent: 0 m
cadence: 58 rpm
calories: 3 kcal
distance: 339.94 m
enhanced_altitude: 941.8 m
enhanced_speed: 8.653 m/s
gps_accuracy: 2 m
grade: -1.26 %
heart_rate: 101 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 58
left_torque_effectiveness: 59.0 percent
position_lat: -303115243 semicircles
position_long: -587487791 semicircles
power: 73 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 52.0 percent
speed: 8.653 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:01

altitude: 941.5999999999999 m
ascent: 0 m
cadence: 41 rpm
calories: 3 kcal
distance: 348.53 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 8.563 m/s
gps_accuracy: 2 m
grade: -1.2 %
heart_rate: 101 bpm
left_pedal_smoothness: 4.5 percent
left_right_balance: 55
left_torque_effectiveness: 59.0 percent
position_lat: -303115837 semicircles
position_long: -587487016 semicircles
power: 50 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 55.5 percent
speed: 8.563 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:02

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 50 rpm
calories: 3 kcal
distance: 357.14 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 8.727 m/s
gps_accuracy: 2 m
grade: -1.19 %
heart_rate: 100 bpm
left_pedal_smoothness: 8.5 percent
left_right_balance: 52
left_torque_effectiveness: 59.0 percent
position_lat: -303116447 semicircles
position_long: -587486252 semicircles
power: 75 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 57.0 percent
speed: 8.727 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:03

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 73 rpm
calories: 3 kcal
distance: 365.77 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 8.502 m/s
gps_accuracy: 2 m
grade: -1.23 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 50
left_torque_effectiveness: 58.0 percent
position_lat: -303117102 semicircles
position_long: -587485528 semicircles
power: 103 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 58.0 percent
speed: 8.502 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:04

altitude: 941.2 m
ascent: 0 m
cadence: 73 rpm
calories: 3 kcal
distance: 375.02 m
enhanced_altitude: 941.2 m
enhanced_speed: 9.01 m/s
gps_accuracy: 2 m
grade: -1.26 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 49
left_torque_effectiveness: 56.5 percent
position_lat: -303117820 semicircles
position_long: -587484744 semicircles
power: 99 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 60.0 percent
speed: 9.01 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:05

altitude: 941.0 m
ascent: 0 m
cadence: 73 rpm
calories: 3 kcal
distance: 384.13 m
enhanced_altitude: 941.0 m
enhanced_speed: 8.659 m/s
gps_accuracy: 2 m
grade: -1.27 %
heart_rate: 100 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 50
left_torque_effectiveness: 58.5 percent
position_lat: -303118528 semicircles
position_long: -587484012 semicircles
power: 96 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 60.0 percent
speed: 8.659 m/s
temperature: 19 C
timestamp: 2020-11-29 10:46:06

altitude: 941.0 m
ascent: 0 m
cadence: 73 rpm
calories: 3 kcal
distance: 392.82 m
enhanced_altitude: 941.0 m
enhanced_speed: 9.0 m/s
gps_accuracy: 2 m
grade: -1.26 %
heart_rate: 99 bpm
