Gear: Cannondale SuperSix
altitude: 943.4000000000001 m
ascent: 0 m
cadence: 50 rpm
calories: 0 kcal
distance: 22.75 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 4.962 m/s
gps_accuracy: 2 m
grade: -0.98 %
heart_rate: 91 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 71.0 percent
position_lat: -303085247 semicircles
position_long: -587525300 semicircles
power: 122 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 76.5 percent
speed: 4.962 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:21

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 53 rpm
calories: 0 kcal
distance: 27.88 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 5.263 m/s
gps_accuracy: 2 m
grade: -1.05 %
heart_rate: 92 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 48
left_torque_effectiveness: 69.0 percent
position_lat: -303085677 semicircles
position_long: -587524895 semicircles
power: 127 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 76.0 percent
speed: 5.263 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:22

altitude: 943.2 m
ascent: 0 m
cadence: 54 rpm
calories: 0 kcal
distance: 33.24 m
enhanced_altitude: 943.2 m
enhanced_speed: 5.245 m/s
gps_accuracy: 2 m
grade: -1.09 %
heart_rate: 92 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 47
left_torque_effectiveness: 72.5 percent
position_lat: -303086128 semicircles
position_long: -587524531 semicircles
power: 142 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 75.5 percent
speed: 5.245 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:23

altitude: 943.2 m
ascent: 0 m
cadence: 56 rpm
calories: 0 kcal
distance: 38.6 m
enhanced_altitude: 943.2 m
enhanced_speed: 5.451 m/s
gps_accuracy: 2 m
grade: -1.15 %
heart_rate: 92 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 50
left_torque_effectiveness: 76.0 percent
position_lat: -303086587 semicircles
position_long: -587524121 semicircles
power: 141 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 75.0 percent
speed: 5.451 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:24

altitude: 943.0 m
ascent: 0 m
cadence: 57 rpm
calories: 0 kcal
distance: 44.33 m
enhanced_altitude: 943.0 m
enhanced_speed: 5.654 m/s
gps_accuracy: 2 m
grade: -1.25 %
heart_rate: 93 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 52
left_torque_effectiveness: 75.5 percent
position_lat: -303087081 semicircles
position_long: -587523715 semicircles
power: 138 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 78.0 percent
speed: 5.654 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:25

altitude: 942.8 m
ascent: 0 m
cadence: 60 rpm
calories: 1 kcal
distance: 50.32 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.715 m/s
gps_accuracy: 2 m
grade: -1.37 %
heart_rate: 93 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 73.5 percent
position_lat: -303087607 semicircles
position_long: -587523302 semicircles
power: 127 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 78.0 percent
speed: 5.715 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:26

altitude: 942.8 m
ascent: 0 m
cadence: 61 rpm
calories: 1 kcal
distance: 56.16 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.84 m/s
gps_accuracy: 2 m
grade: -1.47 %
heart_rate: 94 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 51
left_torque_effectiveness: 70.5 percent
position_lat: -303088089 semicircles
position_long: -587522891 semicircles
power: 116 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 75.5 percent
speed: 5.84 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:27

altitude: 942.8 m
ascent: 0 m
cadence: 62 rpm
calories: 1 kcal
distance: 62.18 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.884 m/s
gps_accuracy: 2 m
grade: -1.51 %
heart_rate: 94 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 51
left_torque_effectiveness: 68.0 percent
position_lat: -303088608 semicircles
position_long: -587522440 semicircles
power: 113 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 71.5 percent
speed: 5.884 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:28

altitude: 942.8 m
ascent: 0 m
cadence: 62 rpm
calories: 1 kcal
distance: 68.29 m
enhanced_altitude: 942.8 m
enhanced_speed: 6.073 m/s
gps_accuracy: 2 m
grade: -1.47 %
heart_rate: 94 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 51
left_torque_effectiveness: 65.5 percent
position_lat: -303089129 semicircles
position_long: -587521987 semicircles
power: 105 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 70.5 percent
speed: 6.073 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:29

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 63 rpm
calories: 1 kcal
distance: 74.53 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 6.018 m/s
gps_accuracy: 2 m
grade: -1.36 %
heart_rate: 94 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 53
left_torque_effectiveness: 63.5 percent
position_lat: -303089656 semicircles
position_long: -587521529 semicircles
power: 98 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 69.5 percent
speed: 6.018 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:30

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 63 rpm
calories: 1 kcal
distance: 80.74 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 6.076 m/s
gps_accuracy: 2 m
grade: -1.22 %
heart_rate: 95 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 50
left_torque_effectiveness: 60.0 percent
position_lat: -303090201 semicircles
position_long: -587521116 semicircles
power: 95 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 69.0 percent
speed: 6.076 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:31

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 64 rpm
calories: 1 kcal
distance: 86.52 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 6.122 m/s
gps_accuracy: 2 m
grade: -1.09 %
heart_rate: 95 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 56
left_torque_effectiveness: 62.0 percent
position_lat: -303090701 semicircles
position_long: -587520686 semicircles
power: 103 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 65.0 percent
speed: 6.122 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:32

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 65 rpm
calories: 1 kcal
distance: 93.03 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 6.04 m/s
gps_accuracy: 2 m
grade: -0.98 %
heart_rate: 94 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 60
left_torque_effectiveness: 69.0 percent
position_lat: -303091247 semicircles
position_long: -587520211 semicircles
power: 125 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 60.5 percent
speed: 6.04 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:33

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 64 rpm
calories: 1 kcal
distance: 98.9 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 5.845 m/s
gps_accuracy: 2 m
grade: -0.93 %
heart_rate: 95 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 60
left_torque_effectiveness: 74.5 percent
position_lat: -303091704 semicircles
position_long: -587519758 semicircles
power: 151 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 65.0 percent
speed: 5.845 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:34

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 63 rpm
calories: 2 kcal
distance: 104.79 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 5.623 m/s
gps_accuracy: 2 m
grade: -0.93 %
heart_rate: 95 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 56
left_torque_effectiveness: 79.0 percent
position_lat: -303092184 semicircles
position_long: -587519257 semicircles
power: 179 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 65.0 percent
speed: 5.623 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:35

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 62 rpm
calories: 2 kcal
distance: 110.35 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 5.547 m/s
gps_accuracy: 2 m
grade: -0.49 %
heart_rate: 95 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 55
left_torque_effectiveness: 82.5 percent
position_lat: -303092614 semicircles
position_long: -587518804 semicircles
power: 194 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 65.0 percent
speed: 5.547 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:36

altitude: 942.8 m
ascent: 0 m
cadence: 62 rpm
calories: 2 kcal
distance: 115.9 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.489 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 55
left_torque_effectiveness: 84.0 percent
position_lat: -303093030 semicircles
position_long: -587518343 semicircles
power: 195 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 74.5 percent
speed: 5.489 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:37

altitude: 942.8 m
ascent: 0 m
cadence: 59 rpm
calories: 2 kcal
distance: 121.48 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.521 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 54
left_torque_effectiveness: 84.5 percent
position_lat: -303093461 semicircles
position_long: -587517888 semicircles
power: 178 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 86.0 percent
speed: 5.521 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:38

altitude: 942.8 m
ascent: 0 m
cadence: 59 rpm
calories: 2 kcal
distance: 127.19 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.65 m/s
gps_accuracy: 2 m
grade: 0.21 %
heart_rate: 96 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 53
left_torque_effectiveness: 86.5 percent
position_lat: -303093873 semicircles
position_long: -587517389 semicircles
power: 162 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 81.0 percent
speed: 5.65 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:39

altitude: 942.8 m
ascent: 0 m
cadence: 60 rpm
calories: 2 kcal
distance: 133.07 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.915 m/s
gps_accuracy: 2 m
grade: 0.6 %
heart_rate: 97 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 51
left_torque_effectiveness: 79.5 percent
position_lat: -303094278 semicircles
position_long: -587516852 semicircles
power: 148 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 82.5 percent
speed: 5.915 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:40

altitude: 942.8 m
ascent: 0 m
cadence: 62 rpm
calories: 2 kcal
distance: 139.07 m
enhanced_altitude: 942.8 m
enhanced_speed: 5.89 m/s
gps_accuracy: 2 m
grade: 0.9 %
heart_rate: 98 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 51
left_torque_effectiveness: 74.5 percent
position_lat: -303094712 semicircles
position_long: -587516344 semicircles
power: 132 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 82.0 percent
speed: 5.89 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:41

altitude: 942.8 m
ascent: 0 m
cadence: 63 rpm
calories: 3 kcal
distance: 145.11 m
enhanced_altitude: 942.8 m
enhanced_speed: 6.148 m/s
gps_accuracy: 2 m
grade: 0.5 %
heart_rate: 98 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 50
left_torque_effectiveness: 71.0 percent
position_lat: -303095166 semicircles
position_long: -587515784 semicircles
power: 115 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 76.0 percent
speed: 6.148 m/s
temperature: 12 C
timestamp: 2020-11-20 09:55:42

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 64 rpm
calories: 3 kcal
distance: 151.86 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 6.144 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 99 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 50
left_torque_effectiveness: 68.0 percent
position_lat: -303095667 semicircles
position_long: -587515207 semicircles
power: 101 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 68.0 percent
speed: 6.144 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:43

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 65 rpm
calories: 3 kcal
distance: 158.14 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 6.199 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 99 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 49
left_torque_effectiveness: 65.5 percent
position_lat: -303096139 semicircles
position_long: -587514710 semicircles
power: 98 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 65.5 percent
speed: 6.199 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:44

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 65 rpm
calories: 3 kcal
distance: 164.65 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 6.384 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 49
left_torque_effectiveness: 63.5 percent
position_lat: -303096622 semicircles
position_long: -587514118 semicircles
power: 95 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 61.5 percent
speed: 6.384 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:45

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 67 rpm
calories: 3 kcal
distance: 171.21 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 6.502 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 52
left_torque_effectiveness: 62.0 percent
position_lat: -303097111 semicircles
position_long: -587513581 semicircles
power: 90 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 57.5 percent
speed: 6.502 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:46

altitude: 942.4000000000001 m
ascent: 0 m
cadence: 69 rpm
calories: 3 kcal
distance: 178.01 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 6.584 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 52
left_torque_effectiveness: 59.0 percent
position_lat: -303097598 semicircles
position_long: -587512984 semicircles
power: 84 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 56.5 percent
speed: 6.584 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:47

altitude: 942.2 m
ascent: 0 m
cadence: 70 rpm
calories: 3 kcal
distance: 184.98 m
enhanced_altitude: 942.2 m
enhanced_speed: 6.781 m/s
gps_accuracy: 2 m
grade: -0.51 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 50
left_torque_effectiveness: 55.5 percent
position_lat: -303098078 semicircles
position_long: -587512347 semicircles
power: 82 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 56.5 percent
speed: 6.781 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:48

altitude: 942.2 m
ascent: 0 m
cadence: 71 rpm
calories: 3 kcal
distance: 191.81 m
enhanced_altitude: 942.2 m
enhanced_speed: 6.6 m/s
gps_accuracy: 2 m
grade: -1.1 %
heart_rate: 100 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 48
left_torque_effectiveness: 54.0 percent
position_lat: -303098576 semicircles
position_long: -587511753 semicircles
power: 79 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 53.5 percent
speed: 6.6 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:49

altitude: 942.0 m
ascent: 0 m
cadence: 72 rpm
calories: 3 kcal
distance: 198.76 m
enhanced_altitude: 942.0 m
enhanced_speed: 7.061 m/s
gps_accuracy: 2 m
grade: -1.21 %
heart_rate: 99 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 49
left_torque_effectiveness: 52.5 percent
position_lat: -303099056 semicircles
position_long: -587511119 semicircles
power: 74 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 55.5 percent
speed: 7.061 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:50

altitude: 942.0 m
ascent: 0 m
cadence: 73 rpm
calories: 3 kcal
distance: 206.0 m
enhanced_altitude: 942.0 m
enhanced_speed: 6.99 m/s
gps_accuracy: 2 m
grade: -1.27 %
heart_rate: 99 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 50
left_torque_effectiveness: 51.5 percent
position_lat: -303099536 semicircles
position_long: -587510436 semicircles
power: 74 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 53.5 percent
speed: 6.99 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:51

altitude: 941.8 m
ascent: 0 m
cadence: 74 rpm
calories: 3 kcal
distance: 213.41 m
enhanced_altitude: 941.8 m
enhanced_speed: 7.306 m/s
gps_accuracy: 2 m
grade: -1.24 %
heart_rate: 99 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 51
left_torque_effectiveness: 51.5 percent
position_lat: -303100055 semicircles
position_long: -587509755 semicircles
power: 73 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 51.5 percent
speed: 7.306 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:52

altitude: 941.8 m
ascent: 0 m
cadence: 74 rpm
calories: 3 kcal
distance: 220.77 m
enhanced_altitude: 941.8 m
enhanced_speed: 7.001 m/s
gps_accuracy: 2 m
grade: -1.2 %
heart_rate: 99 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 53
left_torque_effectiveness: 53.0 percent
position_lat: -303100634 semicircles
position_long: -587509167 semicircles
power: 73 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 50.0 percent
speed: 7.001 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:53

altitude: 941.5999999999999 m
ascent: 0 m
cadence: 75 rpm
calories: 4 kcal
distance: 228.31 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 7.119 m/s
gps_accuracy: 2 m
grade: -1.19 %
heart_rate: 99 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 58
left_torque_effectiveness: 57.0 percent
position_lat: -303101169 semicircles
position_long: -587508482 semicircles
power: 113 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 48.0 percent
speed: 7.119 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:54

altitude: 941.5999999999999 m
ascent: 0 m
cadence: 75 rpm
calories: 4 kcal
distance: 235.54 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 7.097 m/s
gps_accuracy: 2 m
grade: -1.17 %
heart_rate: 99 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 70
left_torque_effectiveness: 70.5 percent
position_lat: -303101694 semicircles
position_long: -587507841 semicircles
power: 89 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 52.5 percent
speed: 7.097 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:55

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 76 rpm
calories: 4 kcal
distance: 242.84 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 7.12 m/s
gps_accuracy: 2 m
grade: -1.13 %
heart_rate: 99 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 58
left_torque_effectiveness: 62.0 percent
position_lat: -303102215 semicircles
position_long: -587507205 semicircles
power: 80 watts
right_pedal_smoothness: 13.0 percent
right_torque_effectiveness: 44.5 percent
speed: 7.12 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:56

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 76 rpm
calories: 4 kcal
distance: 250.23 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 7.285 m/s
gps_accuracy: 2 m
grade: -1.1 %
heart_rate: 99 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 55
left_torque_effectiveness: 53.5 percent
position_lat: -303102735 semicircles
position_long: -587506530 semicircles
power: 75 watts
right_pedal_smoothness: 13.0 percent
right_torque_effectiveness: 42.5 percent
speed: 7.285 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:57

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 76 rpm
calories: 4 kcal
distance: 257.78 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 7.271 m/s
gps_accuracy: 2 m
grade: -1.09 %
heart_rate: 99 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 56
left_torque_effectiveness: 51.0 percent
position_lat: -303103220 semicircles
position_long: -587505799 semicircles
power: 80 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 47.0 percent
speed: 7.271 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:58

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 75 rpm
calories: 4 kcal
distance: 265.13 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 7.121 m/s
gps_accuracy: 2 m
grade: -1.06 %
heart_rate: 99 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 56
left_torque_effectiveness: 51.5 percent
position_lat: -303103697 semicircles
position_long: -587505115 semicircles
power: 84 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 48.0 percent
speed: 7.121 m/s
temperature: 13 C
timestamp: 2020-11-20 09:55:59

altitude: 941.2 m
ascent: 0 m
cadence: 75 rpm
calories: 4 kcal
distance: 272.48 m
enhanced_altitude: 941.2 m
enhanced_speed: 7.205 m/s
gps_accuracy: 2 m
grade: -1.03 %
heart_rate: 98 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 54
left_torque_effectiveness: 55.5 percent
position_lat: -303104153 semicircles
position_long: -587504433 semicircles
power: 79 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 48.0 percent
speed: 7.205 m/s
temperature: 13 C
timestamp: 2020-11-20 09:56:00

altitude: 941.2 m
ascent: 0 m
cadence: 75 rpm
calories: 4 kcal
distance: 279.72 m
enhanced_altitude: 941.2 m
enhanced_speed: 7.07 m/s
gps_accuracy: 2 m
grade: -0.99 %
heart_rate: 98 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 51
left_torque_effectiveness: 52.5 percent
position_lat: -303104631 semicircles
position_long: -587503749 semicircles
power: 72 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 46.5 percent
speed: 7.07 m/s
temperature: 13 C
timestamp: 2020-11-20 09:56:01

altitude: 941.0 m
ascent: 0 m
cadence: 75 rpm
calories: 4 kcal
distance: 286.65 m
enhanced_altitude: 941.0 m
enhanced_speed: 7.204 m/s
gps_accuracy: 2 m
grade: -0.95 %
heart_rate: 97 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 51
left_torque_effectiveness: 50.0 percent
position_lat: -303105074 semicircles
position_long: -587503086 semicircles
power: 68 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 47.5 percent
speed: 7.204 m/s
temperature: 13 C
timestamp: 2020-11-20 09:56:02

altitude: 941.0 m
ascent: 0 m
cadence: 74 rpm
calories: 4 kcal
distance: 294.0 m
enhanced_altitude: 941.0 m
enhanced_speed: 7.034 m/s
gps_accuracy: 2 m
grade: -0.92 %
heart_rate: 97 bpm
left_pedal_smoothness: 14.5 percent
left_right_balance: 52
left_torque_effectiveness: 49.5 percent
position_lat: -303105558 semicircles
position_long: -587502391 semicircles
power: 70 watts
right_pedal_smoothness: 14.0 percent
right_torque_effectiveness: 48.5 percent
speed: 7.034 m/s
temperature: 13 C
timestamp: 2020-11-20 09:56:03

altitude: 941.0 m
ascent: 0 m
cadence: 74 rpm
calories: 4 kcal
distance: 300.92 m
enhanced_altitude: 941.0 m
