Gear: Cannondale SuperSix
enhanced_speed: 5.404 m/s
gps_accuracy: 2 m
heart_rate: 92 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 50
left_torque_effectiveness: 79.0 percent
position_lat: -303350566 semicircles
position_long: -588270710 semicircles
power: 125 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 80.5 percent
speed: 5.404 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:22

cadence: 41 rpm
calories: 2 kcal
distance: 111.81 m
enhanced_speed: 5.305 m/s
gps_accuracy: 2 m
heart_rate: 93 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 51
left_torque_effectiveness: 82.0 percent
position_lat: -303350110 semicircles
position_long: -588270382 semicircles
power: 123 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 76.5 percent
speed: 5.305 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:23

altitude: 892.5999999999999 m
ascent: 0 m
cadence: 41 rpm
calories: 2 kcal
distance: 117.23 m
enhanced_altitude: 892.5999999999999 m
enhanced_speed: 5.239 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 93 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 81.0 percent
position_lat: -303349636 semicircles
position_long: -588269979 semicircles
power: 120 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 80.5 percent
speed: 5.239 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:24

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 41 rpm
calories: 2 kcal
distance: 122.5 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.307 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 94 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 50
left_torque_effectiveness: 81.0 percent
position_lat: -303349174 semicircles
position_long: -588269617 semicircles
power: 118 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 81.0 percent
speed: 5.307 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:25

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 41 rpm
calories: 2 kcal
distance: 127.7 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.318 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 94 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 50
left_torque_effectiveness: 82.0 percent
position_lat: -303348702 semicircles
position_long: -588269302 semicircles
power: 112 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 79.0 percent
speed: 5.318 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:26

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 41 rpm
calories: 2 kcal
distance: 133.0 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.428 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 94 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 82.5 percent
position_lat: -303348222 semicircles
position_long: -588268977 semicircles
power: 105 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 77.5 percent
speed: 5.428 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:27

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 43 rpm
calories: 2 kcal
distance: 138.38 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.459 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 54
left_torque_effectiveness: 79.5 percent
position_lat: -303347743 semicircles
position_long: -588268612 semicircles
power: 87 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 80.0 percent
speed: 5.459 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:28

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 45 rpm
calories: 2 kcal
distance: 143.75 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.483 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 68
left_torque_effectiveness: 79.5 percent
position_lat: -303347262 semicircles
position_long: -588268248 semicircles
power: 96 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 78.0 percent
speed: 5.483 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:29

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 46 rpm
calories: 2 kcal
distance: 149.17 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.645 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 60
left_torque_effectiveness: 81.5 percent
position_lat: -303346759 semicircles
position_long: -588267892 semicircles
power: 123 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 66.5 percent
speed: 5.645 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:30

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 47 rpm
calories: 2 kcal
distance: 154.99 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.798 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 56
left_torque_effectiveness: 82.5 percent
position_lat: -303346204 semicircles
position_long: -588267575 semicircles
power: 119 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 59.5 percent
speed: 5.798 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:31

altitude: 892.4000000000001 m
ascent: 0 m
cadence: 49 rpm
calories: 3 kcal
distance: 160.84 m
enhanced_altitude: 892.4000000000001 m
enhanced_speed: 5.968 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 54
left_torque_effectiveness: 80.0 percent
position_lat: -303345633 semicircles
position_long: -588267308 semicircles
power: 113 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 66.0 percent
speed: 5.968 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:32

altitude: 892.2 m
ascent: 0 m
cadence: 50 rpm
calories: 3 kcal
distance: 166.7 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.182 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 53
left_torque_effectiveness: 77.0 percent
position_lat: -303345040 semicircles
position_long: -588267094 semicircles
power: 95 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 72.0 percent
speed: 6.182 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:33

altitude: 892.2 m
ascent: 0 m
cadence: 51 rpm
calories: 3 kcal
distance: 172.74 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.135 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 95 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 51
left_torque_effectiveness: 70.0 percent
position_lat: -303344397 semicircles
position_long: -588266974 semicircles
power: 88 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 66.0 percent
speed: 6.135 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:34

altitude: 892.2 m
ascent: 0 m
cadence: 52 rpm
calories: 3 kcal
distance: 178.63 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.053 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 51
left_torque_effectiveness: 68.5 percent
position_lat: -303343763 semicircles
position_long: -588266991 semicircles
power: 93 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 63.0 percent
speed: 6.053 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:35

altitude: 892.2 m
ascent: 0 m
cadence: 52 rpm
calories: 3 kcal
distance: 184.65 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.185 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 51
left_torque_effectiveness: 70.0 percent
position_lat: -303343129 semicircles
position_long: -588267139 semicircles
power: 104 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 62.5 percent
speed: 6.185 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:36

altitude: 892.2 m
ascent: 0 m
cadence: 52 rpm
calories: 3 kcal
distance: 190.73 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.159 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 97 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 52
left_torque_effectiveness: 72.0 percent
position_lat: -303342514 semicircles
position_long: -588267378 semicircles
power: 110 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 62.5 percent
speed: 6.159 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:37

altitude: 892.0 m
ascent: 0 m
cadence: 52 rpm
calories: 3 kcal
distance: 196.77 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.156 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 97 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 53
left_torque_effectiveness: 74.0 percent
position_lat: -303341911 semicircles
position_long: -588267699 semicircles
power: 111 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 66.5 percent
speed: 6.156 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:38

altitude: 892.0 m
ascent: 0 m
cadence: 52 rpm
calories: 3 kcal
distance: 203.06 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.185 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 97 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 50
left_torque_effectiveness: 73.0 percent
position_lat: -303341340 semicircles
position_long: -588268072 semicircles
power: 110 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 68.5 percent
speed: 6.185 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:39

altitude: 892.2 m
ascent: 0 m
cadence: 52 rpm
calories: 3 kcal
distance: 209.18 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.098 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 97 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 50
left_torque_effectiveness: 72.5 percent
position_lat: -303340808 semicircles
position_long: -588268482 semicircles
power: 107 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 70.0 percent
speed: 6.098 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:40

altitude: 892.2 m
ascent: 0 m
cadence: 51 rpm
calories: 3 kcal
distance: 215.4 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.054 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 98 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 51
left_torque_effectiveness: 72.5 percent
position_lat: -303340290 semicircles
position_long: -588268977 semicircles
power: 106 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 69.5 percent
speed: 6.054 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:41

altitude: 892.2 m
ascent: 0 m
cadence: 51 rpm
calories: 3 kcal
distance: 221.5 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.041 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 98 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 51
left_torque_effectiveness: 72.0 percent
position_lat: -303339804 semicircles
position_long: -588269448 semicircles
power: 120 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 67.5 percent
speed: 6.041 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:42

altitude: 892.2 m
ascent: 0 m
cadence: 51 rpm
calories: 4 kcal
distance: 227.95 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.179 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 98 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 52
left_torque_effectiveness: 77.5 percent
position_lat: -303339295 semicircles
position_long: -588269995 semicircles
power: 128 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 75.5 percent
speed: 6.179 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:43

altitude: 892.2 m
ascent: 0 m
cadence: 51 rpm
calories: 4 kcal
distance: 234.24 m
enhanced_altitude: 892.2 m
enhanced_speed: 6.324 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 98 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 51
left_torque_effectiveness: 80.0 percent
position_lat: -303338788 semicircles
position_long: -588270482 semicircles
power: 131 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 78.0 percent
speed: 6.324 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:44

altitude: 892.0 m
ascent: 0 m
cadence: 53 rpm
calories: 4 kcal
distance: 240.85 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.399 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 99 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 51
left_torque_effectiveness: 79.0 percent
position_lat: -303338262 semicircles
position_long: -588270993 semicircles
power: 134 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 77.5 percent
speed: 6.399 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:45

altitude: 892.0 m
ascent: 0 m
cadence: 53 rpm
calories: 4 kcal
distance: 247.42 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.44 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 99 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 51
left_torque_effectiveness: 77.5 percent
position_lat: -303337690 semicircles
position_long: -588271451 semicircles
power: 152 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 77.5 percent
speed: 6.44 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:46

altitude: 892.0 m
ascent: 0 m
cadence: 54 rpm
calories: 4 kcal
distance: 253.75 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.349 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 99 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 50
left_torque_effectiveness: 81.0 percent
position_lat: -303337123 semicircles
position_long: -588271890 semicircles
power: 158 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 81.5 percent
speed: 6.349 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:47

altitude: 892.0 m
ascent: 0 m
cadence: 53 rpm
calories: 4 kcal
distance: 260.05 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.375 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 49
left_torque_effectiveness: 79.5 percent
position_lat: -303336528 semicircles
position_long: -588272242 semicircles
power: 148 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 84.0 percent
speed: 6.375 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:48

altitude: 892.0 m
ascent: 0 m
cadence: 53 rpm
calories: 4 kcal
distance: 266.37 m
enhanced_altitude: 892.0 m
enhanced_speed: 6.398 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 49
left_torque_effectiveness: 79.0 percent
position_lat: -303335899 semicircles
position_long: -588272510 semicircles
power: 155 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 84.0 percent
speed: 6.398 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:49

altitude: 891.8 m
ascent: 0 m
cadence: 54 rpm
calories: 5 kcal
distance: 272.87 m
enhanced_altitude: 891.8 m
enhanced_speed: 6.34 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 48
left_torque_effectiveness: 79.0 percent
position_lat: -303335236 semicircles
position_long: -588272779 semicircles
power: 159 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 83.5 percent
speed: 6.34 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:50

altitude: 891.8 m
ascent: 0 m
cadence: 54 rpm
calories: 5 kcal
distance: 279.44 m
enhanced_altitude: 891.8 m
enhanced_speed: 6.412 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 48
left_torque_effectiveness: 79.0 percent
position_lat: -303334567 semicircles
position_long: -588273022 semicircles
power: 148 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 83.0 percent
speed: 6.412 m/s
temperature: 15 C
timestamp: 2020-10-23 10:18:51

altitude: 891.8 m
ascent: 0 m
cadence: 54 rpm
calories: 5 kcal
distance: 285.89 m
enhanced_altitude: 891.8 m
enhanced_speed: 6.453 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 48
left_torque_effectiveness: 79.0 percent
position_lat: -303333917 semicircles
