Gear: Cannondale SuperSix
cadence: 36 rpm
calories: 0 kcal
distance: 70.75 m
enhanced_altitude: 903.0 m
enhanced_speed: 5.028 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 13
left_torque_effectiveness: 71.0 percent
position_lat: -303086441 semicircles
position_long: -587526779 semicircles
power: 83 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 63.5 percent
speed: 5.028 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:09

altitude: 903.0 m
ascent: 0 m
cadence: 51 rpm
calories: 0 kcal
distance: 75.99 m
enhanced_altitude: 903.0 m
enhanced_speed: 5.046 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 41
left_torque_effectiveness: 70.0 percent
position_lat: -303086873 semicircles
position_long: -587526380 semicircles
power: 107 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 63.5 percent
speed: 5.046 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:10

altitude: 903.0 m
ascent: 0 m
cadence: 52 rpm
calories: 0 kcal
distance: 81.29 m
enhanced_altitude: 903.0 m
enhanced_speed: 5.191 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 52
left_torque_effectiveness: 69.5 percent
position_lat: -303087277 semicircles
position_long: -587525930 semicircles
power: 120 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 65.5 percent
speed: 5.191 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:11

altitude: 902.8 m
ascent: 0 m
cadence: 54 rpm
calories: 0 kcal
distance: 86.82 m
enhanced_altitude: 902.8 m
enhanced_speed: 5.449 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 52
left_torque_effectiveness: 72.0 percent
position_lat: -303087716 semicircles
position_long: -587525510 semicircles
power: 144 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 69.0 percent
speed: 5.449 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:12

altitude: 902.8 m
ascent: 0 m
cadence: 56 rpm
calories: 1 kcal
distance: 92.57 m
enhanced_altitude: 902.8 m
enhanced_speed: 5.831 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 53
left_torque_effectiveness: 76.0 percent
position_lat: -303088198 semicircles
position_long: -587525073 semicircles
power: 188 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 69.5 percent
speed: 5.831 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:13

altitude: 902.8 m
ascent: 0 m
cadence: 59 rpm
calories: 1 kcal
distance: 98.71 m
enhanced_altitude: 902.8 m
enhanced_speed: 5.946 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 58
left_torque_effectiveness: 81.0 percent
position_lat: -303088713 semicircles
position_long: -587524620 semicircles
power: 219 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 75.5 percent
speed: 5.946 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:14

altitude: 902.8 m
ascent: 0 m
cadence: 60 rpm
calories: 1 kcal
distance: 105.02 m
enhanced_altitude: 902.8 m
enhanced_speed: 6.142 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 54
left_torque_effectiveness: 85.5 percent
position_lat: -303089217 semicircles
position_long: -587524099 semicircles
power: 245 watts
right_pedal_smoothness: 26.5 percent
right_torque_effectiveness: 82.0 percent
speed: 6.142 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:15

altitude: 903.0 m
ascent: 0 m
cadence: 61 rpm
calories: 1 kcal
distance: 111.75 m
enhanced_altitude: 903.0 m
enhanced_speed: 6.423 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 96 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 52
left_torque_effectiveness: 90.5 percent
position_lat: -303089758 semicircles
position_long: -587523581 semicircles
power: 287 watts
right_pedal_smoothness: 29.0 percent
right_torque_effectiveness: 88.0 percent
speed: 6.423 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:16

altitude: 903.0 m
ascent: 0 m
cadence: 62 rpm
calories: 2 kcal
distance: 118.5 m
enhanced_altitude: 903.0 m
enhanced_speed: 6.652 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 97 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 53
left_torque_effectiveness: 95.0 percent
position_lat: -303090320 semicircles
position_long: -587523047 semicircles
power: 308 watts
right_pedal_smoothness: 31.5 percent
right_torque_effectiveness: 94.5 percent
speed: 6.652 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:17

altitude: 903.2 m
ascent: 0 m
cadence: 62 rpm
calories: 2 kcal
distance: 125.38 m
enhanced_altitude: 903.2 m
enhanced_speed: 6.703 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 98 bpm
left_pedal_smoothness: 28.0 percent
left_right_balance: 52
left_torque_effectiveness: 93.5 percent
position_lat: -303090859 semicircles
position_long: -587522497 semicircles
power: 294 watts
right_pedal_smoothness: 31.0 percent
right_torque_effectiveness: 95.0 percent
speed: 6.703 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:18

altitude: 903.2 m
ascent: 0 m
cadence: 63 rpm
calories: 2 kcal
distance: 132.26 m
enhanced_altitude: 903.2 m
enhanced_speed: 6.794 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 99 bpm
left_pedal_smoothness: 29.0 percent
left_right_balance: 55
left_torque_effectiveness: 91.5 percent
position_lat: -303091411 semicircles
position_long: -587521957 semicircles
power: 271 watts
right_pedal_smoothness: 30.5 percent
right_torque_effectiveness: 94.5 percent
speed: 6.794 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:19

altitude: 903.2 m
ascent: 0 m
cadence: 65 rpm
calories: 2 kcal
distance: 139.19 m
enhanced_altitude: 903.2 m
enhanced_speed: 6.809 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 29.0 percent
left_right_balance: 53
left_torque_effectiveness: 88.0 percent
position_lat: -303091949 semicircles
position_long: -587521406 semicircles
power: 223 watts
right_pedal_smoothness: 29.0 percent
right_torque_effectiveness: 92.0 percent
speed: 6.809 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:20

altitude: 903.0 m
ascent: 0 m
cadence: 67 rpm
calories: 3 kcal
distance: 146.28 m
enhanced_altitude: 903.0 m
enhanced_speed: 6.94 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 100 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 51
left_torque_effectiveness: 82.5 percent
position_lat: -303092511 semicircles
position_long: -587520822 semicircles
power: 174 watts
right_pedal_smoothness: 26.5 percent
right_torque_effectiveness: 86.5 percent
speed: 6.94 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:21

altitude: 903.0 m
ascent: 0 m
cadence: 68 rpm
calories: 3 kcal
distance: 153.49 m
enhanced_altitude: 903.0 m
enhanced_speed: 7.257 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 102 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 51
left_torque_effectiveness: 77.0 percent
position_lat: -303093065 semicircles
position_long: -587520228 semicircles
power: 175 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 81.0 percent
speed: 7.257 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:22

altitude: 902.8 m
ascent: 0 m
cadence: 70 rpm
calories: 3 kcal
distance: 160.86 m
enhanced_altitude: 902.8 m
enhanced_speed: 7.492 m/s
gps_accuracy: 3 m
grade: 0.0 %
heart_rate: 102 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 49
left_torque_effectiveness: 79.0 percent
position_lat: -303093626 semicircles
position_long: -587519604 semicircles
power: 179 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 76.5 percent
speed: 7.492 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:23

altitude: 902.5999999999999 m
ascent: 0 m
cadence: 71 rpm
calories: 3 kcal
distance: 170.73 m
enhanced_altitude: 902.5999999999999 m
enhanced_speed: 7.524 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 103 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 46
left_torque_effectiveness: 72.5 percent
position_lat: -303094138 semicircles
position_long: -587518595 semicircles
power: 145 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 71.5 percent
speed: 7.524 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:24

altitude: 902.5999999999999 m
ascent: 0 m
cadence: 67 rpm
calories: 3 kcal
distance: 180.81 m
enhanced_altitude: 902.5999999999999 m
enhanced_speed: 9.36 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 104 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 45
left_torque_effectiveness: 62.0 percent
position_lat: -303094754 semicircles
position_long: -587517636 semicircles
power: 79 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 67.0 percent
speed: 9.36 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:25

altitude: 902.4000000000001 m
ascent: 0 m
cadence: 44 rpm
calories: 3 kcal
distance: 189.76 m
enhanced_altitude: 902.4000000000001 m
enhanced_speed: 9.247 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 13.0 percent
left_right_balance: 51
left_torque_effectiveness: 60.5 percent
position_lat: -303095376 semicircles
position_long: -587516833 semicircles
power: 28 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 61.5 percent
speed: 9.247 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:26

altitude: 902.2 m
ascent: 0 m
cadence: 62 rpm
calories: 3 kcal
distance: 198.02 m
enhanced_altitude: 902.2 m
enhanced_speed: 8.407 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 0.5 percent
left_right_balance: 61
left_torque_effectiveness: 98.0 percent
position_lat: -303095965 semicircles
position_long: -587516082 semicircles
power: 105 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 53.0 percent
speed: 8.407 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:27

altitude: 902.2 m
ascent: 0 m
cadence: 73 rpm
calories: 3 kcal
distance: 206.01 m
enhanced_altitude: 902.2 m
enhanced_speed: 8.067 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 55
left_torque_effectiveness: 79.5 percent
position_lat: -303096554 semicircles
position_long: -587515384 semicircles
power: 135 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 63.5 percent
speed: 8.067 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:28

altitude: 902.2 m
ascent: 0 m
cadence: 74 rpm
calories: 3 kcal
distance: 214.34 m
enhanced_altitude: 902.2 m
enhanced_speed: 8.273 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 53
left_torque_effectiveness: 69.5 percent
position_lat: -303097146 semicircles
position_long: -587514632 semicircles
power: 125 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 66.5 percent
speed: 8.273 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:29

altitude: 902.0 m
ascent: 0 m
cadence: 75 rpm
calories: 3 kcal
distance: 222.64 m
enhanced_altitude: 902.0 m
enhanced_speed: 8.278 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 51
left_torque_effectiveness: 67.5 percent
position_lat: -303097791 semicircles
position_long: -587513961 semicircles
power: 124 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 65.5 percent
speed: 8.278 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:30

altitude: 901.8 m
ascent: 0 m
cadence: 76 rpm
calories: 4 kcal
distance: 230.88 m
enhanced_altitude: 901.8 m
enhanced_speed: 8.198 m/s
gps_accuracy: 4 m
grade: -0.14 %
heart_rate: 106 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 54
left_torque_effectiveness: 69.0 percent
position_lat: -303098452 semicircles
position_long: -587513288 semicircles
power: 120 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 64.5 percent
speed: 8.198 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:31

altitude: 901.8 m
ascent: 0 m
cadence: 76 rpm
calories: 4 kcal
distance: 239.2 m
enhanced_altitude: 901.8 m
enhanced_speed: 8.28 m/s
gps_accuracy: 4 m
grade: -1.14 %
heart_rate: 106 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 58
left_torque_effectiveness: 70.5 percent
position_lat: -303099061 semicircles
position_long: -587512569 semicircles
power: 132 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 63.5 percent
speed: 8.28 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:32

altitude: 901.5999999999999 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 247.8 m
enhanced_altitude: 901.5999999999999 m
enhanced_speed: 8.561 m/s
gps_accuracy: 4 m
grade: -1.15 %
heart_rate: 106 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 52
left_torque_effectiveness: 70.0 percent
position_lat: -303099688 semicircles
position_long: -587511840 semicircles
power: 139 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 60.0 percent
speed: 8.561 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:33

altitude: 901.5999999999999 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 256.08 m
enhanced_altitude: 901.5999999999999 m
enhanced_speed: 8.371 m/s
gps_accuracy: 4 m
grade: -1.22 %
heart_rate: 106 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 51
left_torque_effectiveness: 70.5 percent
position_lat: -303100288 semicircles
position_long: -587511115 semicircles
power: 141 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 62.0 percent
speed: 8.371 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:34

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 264.57 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.451 m/s
gps_accuracy: 4 m
grade: -1.26 %
heart_rate: 106 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 51
left_torque_effectiveness: 70.5 percent
position_lat: -303100915 semicircles
position_long: -587510386 semicircles
power: 129 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 68.5 percent
speed: 8.451 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:35

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 78 rpm
calories: 4 kcal
distance: 273.11 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.505 m/s
gps_accuracy: 4 m
grade: -1.19 %
heart_rate: 107 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 51
left_torque_effectiveness: 68.5 percent
position_lat: -303101465 semicircles
position_long: -587509553 semicircles
power: 126 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 67.0 percent
speed: 8.505 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:36

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 281.28 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.262 m/s
gps_accuracy: 4 m
grade: -1.12 %
heart_rate: 107 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 51
left_torque_effectiveness: 66.0 percent
position_lat: -303102005 semicircles
position_long: -587508794 semicircles
power: 120 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 65.5 percent
speed: 8.262 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:37

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 289.53 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.266 m/s
gps_accuracy: 4 m
grade: -0.88 %
heart_rate: 107 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 50
left_torque_effectiveness: 64.0 percent
position_lat: -303102549 semicircles
position_long: -587508035 semicircles
power: 112 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 63.5 percent
speed: 8.266 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:38

altitude: 901.2 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 297.62 m
enhanced_altitude: 901.2 m
enhanced_speed: 7.885 m/s
gps_accuracy: 4 m
grade: -0.09 %
heart_rate: 108 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 50
left_torque_effectiveness: 62.0 percent
position_lat: -303103029 semicircles
position_long: -587507221 semicircles
power: 105 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 62.0 percent
speed: 7.885 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:39

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 305.76 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.062 m/s
gps_accuracy: 4 m
grade: -0.59 %
heart_rate: 108 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 50
left_torque_effectiveness: 59.5 percent
position_lat: -303103534 semicircles
position_long: -587506440 semicircles
power: 102 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.5 percent
speed: 8.062 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:40

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 4 kcal
distance: 313.88 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.142 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 108 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 50
left_torque_effectiveness: 57.5 percent
position_lat: -303104075 semicircles
position_long: -587505701 semicircles
power: 100 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 54.5 percent
speed: 8.142 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:41

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 76 rpm
calories: 4 kcal
distance: 322.08 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.176 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 109 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 52
left_torque_effectiveness: 59.5 percent
position_lat: -303104621 semicircles
position_long: -587504937 semicircles
power: 100 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 55.5 percent
speed: 8.176 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:42

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 5 kcal
distance: 330.19 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.135 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 109 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 48
left_torque_effectiveness: 57.5 percent
position_lat: -303105130 semicircles
position_long: -587504134 semicircles
power: 94 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 55.5 percent
speed: 8.135 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:43

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 5 kcal
distance: 338.18 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.05 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 109 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 48
left_torque_effectiveness: 55.0 percent
position_lat: -303105628 semicircles
position_long: -587503353 semicircles
power: 85 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 56.0 percent
speed: 8.05 m/s
temperature: 19 C
timestamp: 2021-01-12 09:45:44

altitude: 901.4000000000001 m
ascent: 0 m
cadence: 77 rpm
calories: 5 kcal
distance: 346.32 m
enhanced_altitude: 901.4000000000001 m
enhanced_speed: 8.256 m/s
gps_accuracy: 4 m
grade: 0.0 %
heart_rate: 109 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 49
left_torque_effectiveness: 54.0 percent
position_lat: -303106137 semicircles
position_long: -587502592 semicircles
power: 78 watts
