Gear: Cannondale SuperSix
right_torque_effectiveness: 88.5 percent
speed: 2.91 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:43

altitude: 971.8 m
ascent: 2 m
cadence: 26 rpm
calories: 1 kcal
distance: 81.61 m
enhanced_altitude: 971.8 m
enhanced_speed: 3.122 m/s
gps_accuracy: 2 m
grade: 3.42 %
heart_rate: 86 bpm
left_pedal_smoothness: 28.5 percent
left_right_balance: 49
left_torque_effectiveness: 91.0 percent
position_lat: -303081337 semicircles
position_long: -588620829 semicircles
power: 142 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 85.5 percent
speed: 3.122 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:44

altitude: 971.8 m
ascent: 2 m
cadence: 28 rpm
calories: 2 kcal
distance: 85.04 m
enhanced_altitude: 971.8 m
enhanced_speed: 3.513 m/s
gps_accuracy: 2 m
grade: 3.39 %
heart_rate: 86 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 48
left_torque_effectiveness: 84.0 percent
position_lat: -303080989 semicircles
position_long: -588620920 semicircles
power: 145 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 85.5 percent
speed: 3.513 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:45

altitude: 972.0 m
ascent: 2 m
cadence: 29 rpm
calories: 2 kcal
distance: 88.62 m
enhanced_altitude: 972.0 m
enhanced_speed: 3.708 m/s
gps_accuracy: 2 m
grade: 3.18 %
heart_rate: 86 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 49
left_torque_effectiveness: 82.0 percent
position_lat: -303080602 semicircles
position_long: -588621011 semicircles
power: 140 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 85.0 percent
speed: 3.708 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:46

altitude: 972.0 m
ascent: 2 m
cadence: 26 rpm
calories: 2 kcal
distance: 92.42 m
enhanced_altitude: 972.0 m
enhanced_speed: 3.783 m/s
gps_accuracy: 2 m
grade: 2.92 %
heart_rate: 86 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 51
left_torque_effectiveness: 80.5 percent
position_lat: -303080213 semicircles
position_long: -588621103 semicircles
power: 120 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 84.0 percent
speed: 3.783 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:47

altitude: 972.0 m
ascent: 2 m
cadence: 19 rpm
calories: 2 kcal
distance: 96.12 m
enhanced_altitude: 972.0 m
enhanced_speed: 3.561 m/s
gps_accuracy: 2 m
grade: 2.62 %
heart_rate: 87 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 50
left_torque_effectiveness: 79.0 percent
position_lat: -303079813 semicircles
position_long: -588621192 semicircles
power: 84 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 83.0 percent
speed: 3.561 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:48

altitude: 972.2 m
ascent: 2 m
cadence: 11 rpm
calories: 2 kcal
distance: 99.49 m
enhanced_altitude: 972.2 m
enhanced_speed: 3.301 m/s
gps_accuracy: 2 m
grade: 2.28 %
heart_rate: 87 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 49
left_torque_effectiveness: 78.5 percent
position_lat: -303079453 semicircles
position_long: -588621282 semicircles
power: 49 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 82.5 percent
speed: 3.301 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:49

altitude: 972.2 m
ascent: 2 m
cadence: 3 rpm
calories: 2 kcal
distance: 102.96 m
enhanced_altitude: 972.2 m
enhanced_speed: 3.342 m/s
gps_accuracy: 2 m
grade: 1.95 %
heart_rate: 87 bpm
left_pedal_smoothness: 13.5 percent
left_right_balance: 48
left_torque_effectiveness: 78.0 percent
position_lat: -303079106 semicircles
position_long: -588621378 semicircles
power: 0 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 81.5 percent
speed: 3.342 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:50

altitude: 972.2 m
ascent: 2 m
cadence: 0 rpm
calories: 2 kcal
distance: 105.95 m
enhanced_altitude: 972.2 m
enhanced_speed: 2.94 m/s
gps_accuracy: 2 m
grade: 1.67 %
heart_rate: 87 bpm
left_pedal_smoothness: 10.5 percent
left_right_balance: 47
left_torque_effectiveness: 77.0 percent
position_lat: -303078802 semicircles
position_long: -588621510 semicircles
power: 0 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 81.0 percent
speed: 2.94 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:51

altitude: 972.2 m
ascent: 2 m
cadence: 1 rpm
calories: 2 kcal
distance: 109.33 m
enhanced_altitude: 972.2 m
enhanced_speed: 3.562 m/s
gps_accuracy: 2 m
grade: 1.46 %
heart_rate: 88 bpm
left_pedal_smoothness: 7.0 percent
left_right_balance: 45
left_torque_effectiveness: 76.5 percent
position_lat: -303078496 semicircles
position_long: -588621708 semicircles
power: 0 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 80.0 percent
speed: 3.562 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:52

altitude: 972.2 m
ascent: 2 m
cadence: 11 rpm
calories: 2 kcal
distance: 113.01 m
enhanced_altitude: 972.2 m
enhanced_speed: 3.709 m/s
gps_accuracy: 2 m
grade: 1.31 %
heart_rate: 89 bpm
left_pedal_smoothness: 3.5 percent
left_right_balance: 44
left_torque_effectiveness: 75.5 percent
position_lat: -303078227 semicircles
position_long: -588622041 semicircles
power: 22 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 79.5 percent
speed: 3.709 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:53

altitude: 972.2 m
ascent: 2 m
cadence: 21 rpm
calories: 2 kcal
distance: 117.1 m
enhanced_altitude: 972.2 m
enhanced_speed: 4.127 m/s
gps_accuracy: 2 m
grade: 1.2 %
heart_rate: 90 bpm
left_pedal_smoothness: 0.5 percent
left_right_balance: 43
left_torque_effectiveness: 75.0 percent
position_lat: -303078049 semicircles
position_long: -588622499 semicircles
power: 64 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 78.5 percent
speed: 4.127 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:54

altitude: 972.2 m
ascent: 2 m
cadence: 28 rpm
calories: 2 kcal
distance: 121.29 m
enhanced_altitude: 972.2 m
enhanced_speed: 4.174 m/s
gps_accuracy: 2 m
grade: 1.05 %
heart_rate: 90 bpm
left_pedal_smoothness: 9.5 percent
left_right_balance: 42
left_torque_effectiveness: 74.5 percent
position_lat: -303077939 semicircles
position_long: -588622960 semicircles
power: 83 watts
right_pedal_smoothness: 34.0 percent
right_torque_effectiveness: 90.0 percent
speed: 4.174 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:55

altitude: 972.2 m
ascent: 2 m
cadence: 33 rpm
calories: 2 kcal
distance: 125.88 m
enhanced_altitude: 972.2 m
enhanced_speed: 4.629 m/s
gps_accuracy: 2 m
grade: 0.35 %
heart_rate: 91 bpm
left_pedal_smoothness: 14.5 percent
left_right_balance: 40
left_torque_effectiveness: 71.5 percent
position_lat: -303077875 semicircles
position_long: -588623507 semicircles
power: 70 watts
right_pedal_smoothness: 34.5 percent
right_torque_effectiveness: 90.5 percent
speed: 4.629 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:56

altitude: 972.2 m
ascent: 2 m
cadence: 38 rpm
calories: 2 kcal
distance: 130.8 m
enhanced_altitude: 972.2 m
enhanced_speed: 5.126 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 43
left_torque_effectiveness: 68.0 percent
position_lat: -303077850 semicircles
position_long: -588624103 semicircles
power: 60 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 83.5 percent
speed: 5.126 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:57

altitude: 972.0 m
ascent: 2 m
cadence: 41 rpm
calories: 2 kcal
distance: 136.33 m
enhanced_altitude: 972.0 m
enhanced_speed: 5.309 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 47
left_torque_effectiveness: 65.0 percent
position_lat: -303077807 semicircles
position_long: -588624738 semicircles
power: 74 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 76.5 percent
speed: 5.309 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:58

altitude: 971.8 m
ascent: 2 m
cadence: 45 rpm
calories: 2 kcal
distance: 141.96 m
enhanced_altitude: 971.8 m
enhanced_speed: 5.77 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 53
left_torque_effectiveness: 68.5 percent
position_lat: -303077784 semicircles
position_long: -588625389 semicircles
power: 79 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 71.5 percent
speed: 5.77 m/s
temperature: 22 C
timestamp: 2020-12-02 10:24:59

altitude: 971.5999999999999 m
ascent: 2 m
cadence: 47 rpm
calories: 2 kcal
distance: 147.87 m
enhanced_altitude: 971.5999999999999 m
enhanced_speed: 6.157 m/s
gps_accuracy: 2 m
grade: -0.7 %
heart_rate: 92 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 63
left_torque_effectiveness: 72.0 percent
position_lat: -303077764 semicircles
position_long: -588626101 semicircles
power: 68 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 66.5 percent
speed: 6.157 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:00

altitude: 971.4000000000001 m
ascent: 2 m
cadence: 50 rpm
calories: 3 kcal
distance: 154.27 m
enhanced_altitude: 971.4000000000001 m
enhanced_speed: 6.412 m/s
gps_accuracy: 2 m
grade: -1.33 %
heart_rate: 93 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 56
left_torque_effectiveness: 65.0 percent
position_lat: -303077787 semicircles
position_long: -588626876 semicircles
power: 57 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 58.5 percent
speed: 6.412 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:01

altitude: 971.2 m
ascent: 2 m
cadence: 51 rpm
calories: 3 kcal
distance: 161.09 m
enhanced_altitude: 971.2 m
enhanced_speed: 6.608 m/s
gps_accuracy: 2 m
grade: -1.71 %
heart_rate: 93 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 51
left_torque_effectiveness: 57.5 percent
position_lat: -303077812 semicircles
position_long: -588627666 semicircles
power: 63 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 51.5 percent
speed: 6.608 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:02

altitude: 970.8 m
ascent: 2 m
cadence: 54 rpm
calories: 3 kcal
distance: 167.78 m
enhanced_altitude: 970.8 m
enhanced_speed: 6.848 m/s
gps_accuracy: 2 m
grade: -2.1 %
heart_rate: 93 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 48
left_torque_effectiveness: 57.0 percent
position_lat: -303077855 semicircles
position_long: -588628477 semicircles
power: 60 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 49.5 percent
speed: 6.848 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:03

altitude: 970.5999999999999 m
ascent: 2 m
cadence: 57 rpm
calories: 3 kcal
distance: 174.98 m
enhanced_altitude: 970.5999999999999 m
enhanced_speed: 7.006 m/s
gps_accuracy: 2 m
grade: -2.49 %
heart_rate: 93 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 46
left_torque_effectiveness: 51.5 percent
position_lat: -303077879 semicircles
position_long: -588629296 semicircles
power: 50 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 51.5 percent
speed: 7.006 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:04

altitude: 970.2 m
ascent: 2 m
cadence: 58 rpm
calories: 3 kcal
distance: 182.35 m
enhanced_altitude: 970.2 m
enhanced_speed: 7.265 m/s
gps_accuracy: 2 m
grade: -2.85 %
heart_rate: 93 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 65
left_torque_effectiveness: 56.0 percent
position_lat: -303077924 semicircles
position_long: -588630179 semicircles
power: 62 watts
right_pedal_smoothness: 14.5 percent
right_torque_effectiveness: 50.0 percent
speed: 7.265 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:05

altitude: 970.0 m
ascent: 2 m
cadence: 60 rpm
calories: 3 kcal
distance: 189.95 m
enhanced_altitude: 970.0 m
enhanced_speed: 7.364 m/s
gps_accuracy: 2 m
grade: -3.14 %
heart_rate: 93 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 49
left_torque_effectiveness: 56.0 percent
position_lat: -303077945 semicircles
position_long: -588631076 semicircles
power: 72 watts
right_pedal_smoothness: 11.0 percent
right_torque_effectiveness: 38.5 percent
speed: 7.364 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:06

altitude: 969.8 m
ascent: 2 m
cadence: 61 rpm
calories: 3 kcal
distance: 197.63 m
enhanced_altitude: 969.8 m
enhanced_speed: 7.545 m/s
gps_accuracy: 2 m
grade: -3.33 %
heart_rate: 93 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 44
left_torque_effectiveness: 53.5 percent
position_lat: -303077945 semicircles
position_long: -588632000 semicircles
power: 62 watts
right_pedal_smoothness: 10.0 percent
right_torque_effectiveness: 35.5 percent
speed: 7.545 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:07

altitude: 969.5999999999999 m
ascent: 2 m
cadence: 62 rpm
calories: 3 kcal
distance: 205.37 m
enhanced_altitude: 969.5999999999999 m
enhanced_speed: 7.836 m/s
gps_accuracy: 2 m
grade: -3.45 %
heart_rate: 94 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 46
left_torque_effectiveness: 49.5 percent
position_lat: -303077949 semicircles
position_long: -588632914 semicircles
power: 48 watts
right_pedal_smoothness: 13.5 percent
right_torque_effectiveness: 48.0 percent
speed: 7.836 m/s
temperature: 22 C
timestamp: 2020-12-02 10:25:08

altitude: 969.2 m
ascent: 2 m
cadence: 47 rpm
calories: 3 kcal
distance: 213.49 m
enhanced_altitude: 969.2 m
enhanced_speed: 8.059 m/s
gps_accuracy: 2 m
grade: -3.55 %
heart_rate: 94 bpm
left_pedal_smoothness: 11.5 percent
left_right_balance: 47
left_torque_effectiveness: 42.0 percent
position_lat: -303077994 semicircles
position_long: -588633876 semicircles
power: 35 watts
