Gear: Cannondale SuperSix
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303089254 semicircles
position_long: -587489071 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.606 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:45

altitude: 933.2 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 211.7 m
enhanced_altitude: 933.2 m
enhanced_speed: 11.717 m/s
gps_accuracy: 2 m
grade: -3.95 %
heart_rate: 118 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303090304 semicircles
position_long: -587488269 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.717 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:46

altitude: 932.8 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 223.5 m
enhanced_altitude: 932.8 m
enhanced_speed: 11.668 m/s
gps_accuracy: 2 m
grade: -4.02 %
heart_rate: 118 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303091322 semicircles
position_long: -587487426 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.668 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:47

altitude: 932.2 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 235.36 m
enhanced_altitude: 932.2 m
enhanced_speed: 11.704 m/s
gps_accuracy: 2 m
grade: -3.96 %
heart_rate: 117 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303092336 semicircles
position_long: -587486562 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.704 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:48

altitude: 931.8 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 247.18 m
enhanced_altitude: 931.8 m
enhanced_speed: 11.655 m/s
gps_accuracy: 2 m
grade: -3.86 %
heart_rate: 116 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303093353 semicircles
position_long: -587485717 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.655 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:49

altitude: 931.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 258.96 m
enhanced_altitude: 931.4000000000001 m
enhanced_speed: 11.64 m/s
gps_accuracy: 2 m
grade: -3.67 %
heart_rate: 115 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303094384 semicircles
position_long: -587484896 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.64 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:50

altitude: 931.0 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 270.47 m
enhanced_altitude: 931.0 m
enhanced_speed: 11.426 m/s
gps_accuracy: 2 m
grade: -3.46 %
heart_rate: 114 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303095400 semicircles
position_long: -587484132 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 11.426 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:51

altitude: 930.8 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 281.41 m
enhanced_altitude: 930.8 m
enhanced_speed: 10.53 m/s
gps_accuracy: 2 m
grade: -3.23 %
heart_rate: 113 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303096370 semicircles
position_long: -587483408 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 10.53 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:52

altitude: 930.8 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 291.41 m
enhanced_altitude: 930.8 m
enhanced_speed: 9.466 m/s
gps_accuracy: 2 m
grade: -2.97 %
heart_rate: 113 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303097262 semicircles
position_long: -587482731 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 9.466 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:53

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 300.51 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 8.512 m/s
gps_accuracy: 2 m
grade: -2.66 %
heart_rate: 112 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303098083 semicircles
position_long: -587482141 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 8.512 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:54

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 308.51 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 7.63 m/s
gps_accuracy: 2 m
grade: -2.31 %
heart_rate: 110 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303098843 semicircles
position_long: -587481698 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 7.63 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:55

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 315.05 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.558 m/s
gps_accuracy: 2 m
grade: -1.94 %
heart_rate: 109 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303099518 semicircles
position_long: -587481543 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 6.558 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:56

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 320.79 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 5.771 m/s
gps_accuracy: 2 m
grade: -1.59 %
heart_rate: 108 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303100087 semicircles
position_long: -587481749 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 5.771 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:57

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 326.78 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.355 m/s
gps_accuracy: 2 m
grade: -1.28 %
heart_rate: 107 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303100573 semicircles
position_long: -587482218 semicircles
power: 0 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 6.355 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:58

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 11 rpm
calories: 0 kcal
distance: 333.23 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.672 m/s
gps_accuracy: 2 m
grade: -1.04 %
heart_rate: 105 bpm
left_pedal_smoothness: None percent
left_right_balance: None
left_torque_effectiveness: None percent
position_lat: -303101016 semicircles
position_long: -587482792 semicircles
power: 80 watts
right_pedal_smoothness: None percent
right_torque_effectiveness: None percent
speed: 6.672 m/s
temperature: 17 C
timestamp: 2021-01-26 09:35:59

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 36 rpm
calories: 0 kcal
distance: 339.75 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.42 m/s
gps_accuracy: 2 m
grade: -0.27 %
heart_rate: 104 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 100
left_torque_effectiveness: 92.5 percent
position_lat: -303101461 semicircles
position_long: -587483410 semicircles
power: 190 watts
right_pedal_smoothness: 0.0 percent
right_torque_effectiveness: 0.0 percent
speed: 6.42 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:00

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 56 rpm
calories: 1 kcal
distance: 346.19 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 6.484 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 104 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 63
left_torque_effectiveness: 92.0 percent
position_lat: -303101901 semicircles
position_long: -587484018 semicircles
power: 240 watts
right_pedal_smoothness: 10.0 percent
right_torque_effectiveness: 43.0 percent
speed: 6.484 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:01

altitude: 930.4000000000001 m
ascent: 0 m
cadence: 58 rpm
calories: 1 kcal
distance: 352.85 m
enhanced_altitude: 930.4000000000001 m
enhanced_speed: 6.682 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 104 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 49
left_torque_effectiveness: 90.5 percent
position_lat: -303102346 semicircles
position_long: -587484634 semicircles
power: 219 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 76.0 percent
speed: 6.682 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:02

altitude: 930.4000000000001 m
ascent: 0 m
cadence: 59 rpm
calories: 1 kcal
distance: 359.71 m
enhanced_altitude: 930.4000000000001 m
enhanced_speed: 6.773 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 51
left_torque_effectiveness: 86.0 percent
position_lat: -303102815 semicircles
position_long: -587485247 semicircles
power: 215 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 88.0 percent
speed: 6.773 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:03

altitude: 930.4000000000001 m
ascent: 0 m
cadence: 60 rpm
calories: 1 kcal
distance: 366.97 m
enhanced_altitude: 930.4000000000001 m
enhanced_speed: 7.095 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 51
left_torque_effectiveness: 87.5 percent
position_lat: -303103332 semicircles
position_long: -587485891 semicircles
power: 212 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 85.0 percent
speed: 7.095 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:04

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 60 rpm
calories: 1 kcal
distance: 374.43 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 7.207 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 105 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 52
left_torque_effectiveness: 88.0 percent
position_lat: -303103868 semicircles
position_long: -587486550 semicircles
power: 209 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 84.5 percent
speed: 7.207 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:05

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 60 rpm
calories: 2 kcal
distance: 381.67 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 7.109 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 106 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 52
left_torque_effectiveness: 88.5 percent
position_lat: -303104390 semicircles
position_long: -587487186 semicircles
power: 210 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 85.0 percent
speed: 7.109 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:06

altitude: 930.8 m
ascent: 0 m
cadence: 60 rpm
calories: 2 kcal
distance: 388.79 m
enhanced_altitude: 930.8 m
enhanced_speed: 7.045 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 106 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 52
left_torque_effectiveness: 89.0 percent
position_lat: -303104913 semicircles
position_long: -587487823 semicircles
power: 212 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 85.0 percent
speed: 7.045 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:07

altitude: 931.0 m
ascent: 0 m
cadence: 59 rpm
calories: 2 kcal
distance: 395.69 m
enhanced_altitude: 931.0 m
enhanced_speed: 6.734 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 107 bpm
left_pedal_smoothness: 26.0 percent
left_right_balance: 53
left_torque_effectiveness: 88.5 percent
position_lat: -303105425 semicircles
position_long: -587488411 semicircles
power: 217 watts
right_pedal_smoothness: 26.0 percent
right_torque_effectiveness: 85.0 percent
speed: 6.734 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:08

altitude: 931.2 m
ascent: 0 m
cadence: 58 rpm
calories: 2 kcal
distance: 402.31 m
enhanced_altitude: 931.2 m
enhanced_speed: 6.228 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 106 bpm
left_pedal_smoothness: 27.5 percent
left_right_balance: 53
left_torque_effectiveness: 90.5 percent
position_lat: -303105954 semicircles
position_long: -587488932 semicircles
power: 211 watts
right_pedal_smoothness: 26.5 percent
right_torque_effectiveness: 87.0 percent
speed: 6.228 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:09

altitude: 931.4000000000001 m
ascent: 0 m
cadence: 57 rpm
calories: 2 kcal
distance: 408.62 m
enhanced_altitude: 931.4000000000001 m
enhanced_speed: 6.06 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 106 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 54
left_torque_effectiveness: 90.5 percent
position_lat: -303106458 semicircles
position_long: -587489430 semicircles
power: 202 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 89.0 percent
speed: 6.06 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:10

altitude: 931.5999999999999 m
ascent: 0 m
cadence: 55 rpm
calories: 2 kcal
distance: 414.77 m
enhanced_altitude: 931.5999999999999 m
enhanced_speed: 5.971 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 106 bpm
left_pedal_smoothness: 27.5 percent
left_right_balance: 58
left_torque_effectiveness: 90.0 percent
position_lat: -303106897 semicircles
position_long: -587489957 semicircles
power: 190 watts
right_pedal_smoothness: 26.5 percent
right_torque_effectiveness: 88.5 percent
speed: 5.971 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:11

altitude: 932.0 m
ascent: 1 m
cadence: 54 rpm
calories: 2 kcal
distance: 420.74 m
enhanced_altitude: 932.0 m
enhanced_speed: 5.571 m/s
gps_accuracy: 2 m
grade: 1.62 %
heart_rate: 106 bpm
left_pedal_smoothness: 28.5 percent
left_right_balance: 63
left_torque_effectiveness: 89.5 percent
position_lat: -303107321 semicircles
position_long: -587490479 semicircles
power: 167 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 86.0 percent
speed: 5.571 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:12

altitude: 932.4000000000001 m
ascent: 1 m
cadence: 54 rpm
calories: 3 kcal
distance: 426.27 m
enhanced_altitude: 932.4000000000001 m
enhanced_speed: 5.146 m/s
gps_accuracy: 2 m
grade: 2.72 %
heart_rate: 106 bpm
left_pedal_smoothness: 28.5 percent
left_right_balance: 66
left_torque_effectiveness: 89.5 percent
position_lat: -303107713 semicircles
position_long: -587490977 semicircles
power: 182 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 79.5 percent
speed: 5.146 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:13

altitude: 932.5999999999999 m
ascent: 1 m
cadence: 52 rpm
calories: 3 kcal
distance: 431.31 m
enhanced_altitude: 932.5999999999999 m
enhanced_speed: 4.716 m/s
gps_accuracy: 2 m
grade: 3.2 %
heart_rate: 106 bpm
left_pedal_smoothness: 28.0 percent
left_right_balance: 60
left_torque_effectiveness: 89.5 percent
position_lat: -303108076 semicircles
position_long: -587491425 semicircles
power: 182 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 73.5 percent
speed: 4.716 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:14

altitude: 932.8 m
ascent: 2 m
cadence: 47 rpm
calories: 3 kcal
distance: 436.19 m
enhanced_altitude: 932.8 m
enhanced_speed: 4.577 m/s
gps_accuracy: 2 m
grade: 3.59 %
heart_rate: 106 bpm
left_pedal_smoothness: 26.5 percent
left_right_balance: 54
left_torque_effectiveness: 86.5 percent
position_lat: -303108429 semicircles
position_long: -587491863 semicircles
power: 142 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 79.5 percent
speed: 4.577 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:15

altitude: 933.0 m
ascent: 2 m
cadence: 34 rpm
calories: 3 kcal
distance: 441.06 m
enhanced_altitude: 933.0 m
enhanced_speed: 4.63 m/s
gps_accuracy: 2 m
grade: 3.89 %
heart_rate: 106 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 51
left_torque_effectiveness: 83.0 percent
position_lat: -303108773 semicircles
position_long: -587492295 semicircles
power: 103 watts
right_pedal_smoothness: 27.0 percent
right_torque_effectiveness: 87.0 percent
speed: 4.63 m/s
temperature: 17 C
timestamp: 2021-01-26 09:36:16

altitude: 933.2 m
ascent: 2 m
cadence: 21 rpm
calories: 3 kcal
distance: 445.84 m
enhanced_altitude: 933.2 m
enhanced_speed: 4.559 m/s
