Gear: Cannondale SuperSix
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 83 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 100
left_torque_effectiveness: 47.5 percent
position_lat: -303054151 semicircles
position_long: -587538101 semicircles
power: 10 watts
right_pedal_smoothness: 0.0 percent
speed: 3.347 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:10

altitude: 944.0 m
ascent: 0 m
cadence: 34 rpm
calories: 0 kcal
distance: 21.3 m
enhanced_altitude: 944.0 m
enhanced_speed: 3.382 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 83 bpm
left_pedal_smoothness: 9.0 percent
left_right_balance: 100
left_torque_effectiveness: 27.5 percent
position_lat: -303054492 semicircles
position_long: -587537945 semicircles
power: 8 watts
right_pedal_smoothness: 0.0 percent
speed: 3.382 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:11

altitude: 944.0 m
ascent: 0 m
cadence: 31 rpm
calories: 0 kcal
distance: 24.8 m
enhanced_altitude: 944.0 m
enhanced_speed: 3.541 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 83 bpm
left_pedal_smoothness: 2.5 percent
left_right_balance: 100
left_torque_effectiveness: 8.0 percent
position_lat: -303054836 semicircles
position_long: -587537762 semicircles
power: 12 watts
right_pedal_smoothness: 0.0 percent
speed: 3.541 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:12

altitude: 944.0 m
ascent: 0 m
cadence: 35 rpm
calories: 0 kcal
distance: 28.48 m
enhanced_altitude: 944.0 m
enhanced_speed: 3.669 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 82 bpm
left_pedal_smoothness: 8.0 percent
left_right_balance: 100
left_torque_effectiveness: 24.5 percent
position_lat: -303055195 semicircles
position_long: -587537600 semicircles
power: 23 watts
right_pedal_smoothness: 0.0 percent
speed: 3.669 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:13

altitude: 943.8 m
ascent: 0 m
cadence: 49 rpm
calories: 0 kcal
distance: 32.42 m
enhanced_altitude: 943.8 m
enhanced_speed: 3.921 m/s
gps_accuracy: 2 m
grade: -0.52 %
heart_rate: 82 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 100
left_torque_effectiveness: 49.0 percent
position_lat: -303055596 semicircles
position_long: -587537482 semicircles
power: 22 watts
right_pedal_smoothness: 0.0 percent
speed: 3.921 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:14

altitude: 943.8 m
ascent: 0 m
cadence: 36 rpm
calories: 0 kcal
distance: 36.44 m
enhanced_altitude: 943.8 m
enhanced_speed: 4.106 m/s
gps_accuracy: 2 m
grade: -0.93 %
heart_rate: 83 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 100
left_torque_effectiveness: 47.0 percent
position_lat: -303056027 semicircles
position_long: -587537411 semicircles
power: 16 watts
right_pedal_smoothness: 0.0 percent
speed: 4.106 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:15

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 22 rpm
calories: 0 kcal
distance: 40.7 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 4.354 m/s
gps_accuracy: 2 m
grade: -1.18 %
heart_rate: 83 bpm
left_pedal_smoothness: 14.0 percent
left_right_balance: 100
left_torque_effectiveness: 45.0 percent
position_lat: -303056491 semicircles
position_long: -587537345 semicircles
power: 10 watts
right_pedal_smoothness: 0.0 percent
speed: 4.354 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:16

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 9 rpm
calories: 0 kcal
distance: 45.28 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 4.621 m/s
gps_accuracy: 2 m
grade: -1.47 %
heart_rate: 83 bpm
left_pedal_smoothness: 9.0 percent
left_right_balance: 100
left_torque_effectiveness: 64.0 percent
position_lat: -303056969 semicircles
position_long: -587537234 semicircles
power: 4 watts
right_pedal_smoothness: 0.0 percent
speed: 4.621 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:17

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 11 rpm
calories: 0 kcal
distance: 49.91 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 4.401 m/s
gps_accuracy: 2 m
grade: -1.69 %
heart_rate: 83 bpm
left_pedal_smoothness: 3.5 percent
left_right_balance: 100
left_torque_effectiveness: 86.0 percent
position_lat: -303057446 semicircles
position_long: -587537078 semicircles
power: 4 watts
right_pedal_smoothness: 0.0 percent
speed: 4.401 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:18

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 23 rpm
calories: 0 kcal
distance: 54.18 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 4.041 m/s
gps_accuracy: 2 m
grade: -1.78 %
heart_rate: 83 bpm
left_pedal_smoothness: 6.5 percent
left_right_balance: 100
left_torque_effectiveness: 91.5 percent
position_lat: -303057864 semicircles
position_long: -587536876 semicircles
power: 75 watts
right_pedal_smoothness: 0.0 percent
speed: 4.041 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:19

altitude: 943.4000000000001 m
ascent: 0 m
cadence: 55 rpm
calories: 0 kcal
distance: 58.1 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 4.032 m/s
gps_accuracy: 2 m
grade: -1.74 %
heart_rate: 84 bpm
left_pedal_smoothness: 22.5 percent
left_right_balance: 100
left_torque_effectiveness: 72.0 percent
position_lat: -303058203 semicircles
position_long: -587536631 semicircles
power: 75 watts
right_pedal_smoothness: 0.0 percent
speed: 4.032 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:20

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 58 rpm
calories: 0 kcal
distance: 62.14 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 4.182 m/s
gps_accuracy: 2 m
grade: -1.54 %
heart_rate: 84 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 100
left_torque_effectiveness: 74.5 percent
position_lat: -303058548 semicircles
position_long: -587536325 semicircles
power: 79 watts
right_pedal_smoothness: 0.0 percent
speed: 4.182 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:21

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 59 rpm
calories: 0 kcal
distance: 66.34 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 4.109 m/s
gps_accuracy: 2 m
grade: -0.5 %
heart_rate: 86 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 100
left_torque_effectiveness: 69.5 percent
position_lat: -303058886 semicircles
position_long: -587535977 semicircles
power: 76 watts
right_pedal_smoothness: 0.0 percent
speed: 4.109 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:22

altitude: 943.8 m
ascent: 0 m
cadence: 59 rpm
calories: 0 kcal
distance: 70.26 m
enhanced_altitude: 943.8 m
enhanced_speed: 3.844 m/s
gps_accuracy: 2 m
grade: -0.33 %
heart_rate: 86 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 100
left_torque_effectiveness: 65.0 percent
position_lat: -303059178 semicircles
position_long: -587535652 semicircles
power: 68 watts
right_pedal_smoothness: 0.0 percent
speed: 3.844 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:23

altitude: 943.8 m
ascent: 0 m
cadence: 50 rpm
calories: 0 kcal
distance: 74.22 m
enhanced_altitude: 943.8 m
enhanced_speed: 4.088 m/s
gps_accuracy: 2 m
grade: -0.11 %
heart_rate: 88 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 100
left_torque_effectiveness: 63.0 percent
position_lat: -303059471 semicircles
position_long: -587535314 semicircles
power: 54 watts
right_pedal_smoothness: 0.0 percent
speed: 4.088 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:24

altitude: 943.8 m
ascent: 0 m
cadence: 41 rpm
calories: 0 kcal
distance: 78.38 m
enhanced_altitude: 943.8 m
enhanced_speed: 4.365 m/s
gps_accuracy: 2 m
grade: 0.51 %
heart_rate: 88 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 100
left_torque_effectiveness: 64.5 percent
position_lat: -303059799 semicircles
position_long: -587534970 semicircles
power: 39 watts
right_pedal_smoothness: 0.0 percent
speed: 4.365 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:25

altitude: 943.8 m
ascent: 0 m
cadence: 37 rpm
calories: 0 kcal
distance: 82.83 m
enhanced_altitude: 943.8 m
enhanced_speed: 4.755 m/s
gps_accuracy: 2 m
grade: 1.01 %
heart_rate: 89 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 100
left_torque_effectiveness: 66.5 percent
position_lat: -303060150 semicircles
position_long: -587534612 semicircles
power: 30 watts
right_pedal_smoothness: 0.0 percent
speed: 4.755 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:26

altitude: 943.8 m
ascent: 0 m
cadence: 43 rpm
calories: 0 kcal
distance: 87.75 m
enhanced_altitude: 943.8 m
enhanced_speed: 5.195 m/s
gps_accuracy: 2 m
grade: 1.16 %
heart_rate: 89 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 100
left_torque_effectiveness: 64.0 percent
position_lat: -303060503 semicircles
position_long: -587534184 semicircles
power: 31 watts
right_pedal_smoothness: 0.0 percent
speed: 5.195 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:27

altitude: 943.5999999999999 m
ascent: 0 m
cadence: 42 rpm
calories: 0 kcal
distance: 93.1 m
enhanced_altitude: 943.5999999999999 m
enhanced_speed: 5.604 m/s
gps_accuracy: 2 m
grade: 0.43 %
heart_rate: 90 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 100
left_torque_effectiveness: 61.0 percent
position_lat: -303060862 semicircles
position_long: -587533692 semicircles
power: 28 watts
right_pedal_smoothness: 0.0 percent
speed: 5.604 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:28

altitude: 943.2 m
ascent: 0 m
cadence: 30 rpm
calories: 0 kcal
distance: 98.84 m
enhanced_altitude: 943.2 m
enhanced_speed: 6.066 m/s
gps_accuracy: 2 m
grade: -0.05 %
heart_rate: 90 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 100
left_torque_effectiveness: 58.5 percent
position_lat: -303061257 semicircles
position_long: -587533148 semicircles
power: 20 watts
right_pedal_smoothness: 0.0 percent
speed: 6.066 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:29

altitude: 942.8 m
ascent: 0 m
cadence: 17 rpm
calories: 0 kcal
distance: 105.16 m
enhanced_altitude: 942.8 m
enhanced_speed: 6.489 m/s
gps_accuracy: 2 m
grade: -0.8 %
heart_rate: 91 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 100
left_torque_effectiveness: 58.0 percent
position_lat: -303061681 semicircles
position_long: -587532556 semicircles
power: 11 watts
right_pedal_smoothness: 0.0 percent
speed: 6.489 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:30

altitude: 942.5999999999999 m
ascent: 0 m
cadence: 5 rpm
calories: 0 kcal
distance: 111.91 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 6.88 m/s
gps_accuracy: 2 m
grade: -1.79 %
heart_rate: 92 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 100
left_torque_effectiveness: 57.5 percent
position_lat: -303062126 semicircles
position_long: -587531929 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 6.88 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:31

altitude: 942.2 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 119.05 m
enhanced_altitude: 942.2 m
enhanced_speed: 7.2 m/s
gps_accuracy: 2 m
grade: -2.62 %
heart_rate: 92 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 100
left_torque_effectiveness: 56.5 percent
position_lat: -303062578 semicircles
position_long: -587531264 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 7.2 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:32

altitude: 941.8 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 126.57 m
enhanced_altitude: 941.8 m
enhanced_speed: 7.311 m/s
gps_accuracy: 2 m
grade: -3.28 %
heart_rate: 91 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 100
left_torque_effectiveness: 56.0 percent
position_lat: -303063014 semicircles
position_long: -587530514 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 7.311 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:33

altitude: 941.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 133.73 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 7.021 m/s
gps_accuracy: 2 m
grade: -3.76 %
heart_rate: 91 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 100
left_torque_effectiveness: 55.5 percent
position_lat: -303063443 semicircles
position_long: -587529807 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 7.021 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:34

altitude: 941.2 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 140.52 m
enhanced_altitude: 941.2 m
enhanced_speed: 6.459 m/s
gps_accuracy: 2 m
grade: -4.04 %
heart_rate: 90 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 100
left_torque_effectiveness: 54.5 percent
position_lat: -303063906 semicircles
position_long: -587529166 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 6.459 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:35

altitude: 941.0 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 146.74 m
enhanced_altitude: 941.0 m
enhanced_speed: 5.881 m/s
gps_accuracy: 2 m
grade: -4.11 %
heart_rate: 89 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 100
left_torque_effectiveness: 54.0 percent
position_lat: -303064400 semicircles
position_long: -587528675 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 5.881 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:36

altitude: 940.8 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 152.41 m
enhanced_altitude: 940.8 m
enhanced_speed: 5.556 m/s
gps_accuracy: 2 m
grade: -4.03 %
heart_rate: 88 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 100
left_torque_effectiveness: 53.5 percent
position_lat: -303064943 semicircles
position_long: -587528426 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 5.556 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:37

altitude: 940.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 158.2 m
enhanced_altitude: 940.5999999999999 m
enhanced_speed: 5.874 m/s
gps_accuracy: 2 m
grade: -3.89 %
heart_rate: 88 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 100
left_torque_effectiveness: 52.5 percent
position_lat: -303065561 semicircles
position_long: -587528394 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 5.874 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:38

altitude: 940.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 0 kcal
distance: 164.31 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 6.128 m/s
gps_accuracy: 2 m
grade: -3.75 %
heart_rate: 88 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 100
left_torque_effectiveness: 52.0 percent
position_lat: -303066221 semicircles
position_long: -587528379 semicircles
power: 0 watts
right_pedal_smoothness: 0.0 percent
speed: 6.128 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:39

altitude: 940.4000000000001 m
ascent: 0 m
cadence: 48 rpm
calories: 0 kcal
distance: 170.44 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 6.027 m/s
gps_accuracy: 2 m
grade: -3.63 %
heart_rate: 89 bpm
left_pedal_smoothness: 14.5 percent
left_right_balance: 100
left_torque_effectiveness: 51.5 percent
position_lat: -303066867 semicircles
position_long: -587528230 semicircles
power: 39 watts
right_pedal_smoothness: 0.0 percent
speed: 6.027 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:40

altitude: 940.4000000000001 m
ascent: 0 m
cadence: 59 rpm
calories: 0 kcal
distance: 176.69 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 6.196 m/s
gps_accuracy: 2 m
grade: -3.31 %
heart_rate: 89 bpm
left_pedal_smoothness: 14.5 percent
left_right_balance: 100
left_torque_effectiveness: 50.5 percent
position_lat: -303067497 semicircles
position_long: -587527966 semicircles
power: 57 watts
right_pedal_smoothness: 0.0 percent
speed: 6.196 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:41

altitude: 940.4000000000001 m
ascent: 0 m
cadence: 60 rpm
calories: 0 kcal
distance: 183.0 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 6.161 m/s
gps_accuracy: 2 m
grade: -2.81 %
heart_rate: 90 bpm
left_pedal_smoothness: 15.5 percent
left_right_balance: 100
left_torque_effectiveness: 58.0 percent
position_lat: -303068124 semicircles
position_long: -587527667 semicircles
power: 80 watts
right_pedal_smoothness: 0.0 percent
speed: 6.161 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:42

altitude: 940.4000000000001 m
ascent: 0 m
cadence: 59 rpm
calories: 0 kcal
distance: 189.19 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 5.974 m/s
gps_accuracy: 2 m
grade: -2.26 %
heart_rate: 91 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 100
left_torque_effectiveness: 68.0 percent
position_lat: -303068745 semicircles
position_long: -587527430 semicircles
power: 115 watts
right_pedal_smoothness: 0.0 percent
speed: 5.974 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:43

altitude: 940.4000000000001 m
ascent: 0 m
cadence: 58 rpm
calories: 0 kcal
distance: 195.13 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 5.888 m/s
gps_accuracy: 2 m
grade: -1.73 %
heart_rate: 91 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 92
left_torque_effectiveness: 74.5 percent
position_lat: -303069361 semicircles
position_long: -587527268 semicircles
power: 145 watts
right_pedal_smoothness: 0.0 percent
speed: 5.888 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:44

altitude: 940.5999999999999 m
ascent: 0 m
cadence: 57 rpm
calories: 0 kcal
distance: 200.94 m
enhanced_altitude: 940.5999999999999 m
enhanced_speed: 5.673 m/s
gps_accuracy: 2 m
grade: -0.6 %
heart_rate: 92 bpm
left_pedal_smoothness: 28.0 percent
left_right_balance: 72
left_torque_effectiveness: 81.0 percent
position_lat: -303069974 semicircles
position_long: -587527131 semicircles
power: 175 watts
right_pedal_smoothness: 0.0 percent
speed: 5.673 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:45

altitude: 940.5999999999999 m
ascent: 0 m
cadence: 55 rpm
calories: 1 kcal
distance: 206.64 m
enhanced_altitude: 940.5999999999999 m
enhanced_speed: 5.391 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 92 bpm
left_pedal_smoothness: 28.0 percent
left_right_balance: 52
left_torque_effectiveness: 83.0 percent
position_lat: -303070589 semicircles
position_long: -587527034 semicircles
power: 184 watts
right_pedal_smoothness: 9.5 percent
speed: 5.391 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:46

altitude: 940.8 m
ascent: 1 m
cadence: 52 rpm
calories: 1 kcal
distance: 212.19 m
enhanced_altitude: 940.8 m
enhanced_speed: 5.286 m/s
gps_accuracy: 2 m
grade: 0.17 %
heart_rate: 94 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 52
left_torque_effectiveness: 85.0 percent
position_lat: -303071191 semicircles
position_long: -587526989 semicircles
power: 177 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 85.5 percent
speed: 5.286 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:47

altitude: 941.0 m
ascent: 1 m
cadence: 51 rpm
calories: 1 kcal
distance: 217.8 m
enhanced_altitude: 941.0 m
enhanced_speed: 5.43 m/s
gps_accuracy: 2 m
grade: 0.64 %
heart_rate: 95 bpm
left_pedal_smoothness: 26.0 percent
left_right_balance: 54
left_torque_effectiveness: 84.5 percent
position_lat: -303071791 semicircles
position_long: -587526963 semicircles
power: 149 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 83.0 percent
speed: 5.43 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:48

altitude: 941.0 m
ascent: 1 m
cadence: 51 rpm
calories: 1 kcal
distance: 223.65 m
enhanced_altitude: 941.0 m
enhanced_speed: 5.618 m/s
gps_accuracy: 2 m
grade: 1.18 %
heart_rate: 95 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 55
left_torque_effectiveness: 80.0 percent
position_lat: -303072420 semicircles
position_long: -587526963 semicircles
power: 127 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 79.5 percent
speed: 5.618 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:49

altitude: 941.2 m
ascent: 1 m
cadence: 52 rpm
calories: 1 kcal
distance: 229.4 m
enhanced_altitude: 941.2 m
enhanced_speed: 5.655 m/s
gps_accuracy: 2 m
grade: 1.62 %
heart_rate: 96 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 51
left_torque_effectiveness: 73.5 percent
position_lat: -303073038 semicircles
position_long: -587526983 semicircles
power: 120 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 74.5 percent
speed: 5.655 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:50

altitude: 941.4000000000001 m
ascent: 1 m
cadence: 52 rpm
calories: 1 kcal
distance: 235.02 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 5.595 m/s
gps_accuracy: 2 m
grade: 1.95 %
heart_rate: 97 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 48
left_torque_effectiveness: 69.5 percent
position_lat: -303073636 semicircles
position_long: -587527048 semicircles
power: 104 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 69.5 percent
speed: 5.595 m/s
temperature: 21 C
timestamp: 2020-11-15 11:05:51

altitude: 941.4000000000001 m
ascent: 1 m
cadence: 47 rpm
calories: 1 kcal
distance: 240.77 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 5.645 m/s
gps_accuracy: 2 m
grade: 2.21 %
heart_rate: 98 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 49
left_torque_effectiveness: 66.0 percent
position_lat: -303074243 semicircles
position_long: -587527157 semicircles
power: 81 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 68.5 percent
speed: 5.645 m/s
temperature: 22 C
timestamp: 2020-11-15 11:05:52

altitude: 941.5999999999999 m
ascent: 1 m
cadence: 33 rpm
calories: 1 kcal
distance: 246.69 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 5.68 m/s
gps_accuracy: 2 m
grade: 2.38 %
heart_rate: 98 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 49
left_torque_effectiveness: 63.5 percent
position_lat: -303074860 semicircles
position_long: -587527313 semicircles
power: 57 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 69.0 percent
speed: 5.68 m/s
temperature: 22 C
timestamp: 2020-11-15 11:05:53

altitude: 941.8 m
ascent: 2 m
cadence: 19 rpm
calories: 1 kcal
distance: 252.69 m
enhanced_altitude: 941.8 m
enhanced_speed: 5.767 m/s
gps_accuracy: 2 m
grade: 2.39 %
heart_rate: 98 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 49
left_torque_effectiveness: 61.5 percent
position_lat: -303075481 semicircles
position_long: -587527517 semicircles
power: 32 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 70.0 percent
speed: 5.767 m/s
temperature: 22 C
timestamp: 2020-11-15 11:05:54

altitude: 941.8 m
ascent: 2 m
cadence: 5 rpm
calories: 1 kcal
distance: 258.63 m
enhanced_altitude: 941.8 m
enhanced_speed: 5.903 m/s
gps_accuracy: 2 m
grade: 2.24 %
heart_rate: 98 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 49
left_torque_effectiveness: 63.0 percent
position_lat: -303076098 semicircles
position_long: -587527704 semicircles
power: 0 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 71.5 percent
speed: 5.903 m/s
temperature: 22 C
timestamp: 2020-11-15 11:05:55

altitude: 941.5999999999999 m
ascent: 2 m
cadence: 0 rpm
calories: 1 kcal
distance: 264.67 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 5.973 m/s
gps_accuracy: 2 m
grade: 1.99 %
heart_rate: 97 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 49
left_torque_effectiveness: 64.5 percent
position_lat: -303076733 semicircles
