Gear: Cannondale SuperSix
gps_accuracy: 2 m
grade: -3.71 %
heart_rate: 102 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 63
left_torque_effectiveness: 65.0 percent
position_lat: -303082630 semicircles
position_long: -587493622 semicircles
power: 159 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 68.0 percent
speed: 9.884 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:47

altitude: 935.0 m
ascent: 0 m
cadence: 82 rpm
calories: 0 kcal
distance: 85.64 m
enhanced_altitude: 935.0 m
enhanced_speed: 9.925 m/s
gps_accuracy: 2 m
grade: -4.18 %
heart_rate: 102 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 55
left_torque_effectiveness: 63.5 percent
position_lat: -303083554 semicircles
position_long: -587492974 semicircles
power: 120 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 68.0 percent
speed: 9.925 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:48

altitude: 934.5999999999999 m
ascent: 0 m
cadence: 84 rpm
calories: 1 kcal
distance: 95.73 m
enhanced_altitude: 934.5999999999999 m
enhanced_speed: 10.27 m/s
gps_accuracy: 2 m
grade: -4.51 %
heart_rate: 102 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 53
left_torque_effectiveness: 62.5 percent
position_lat: -303084457 semicircles
position_long: -587492253 semicircles
power: 115 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 66.0 percent
speed: 10.27 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:49

altitude: 934.2 m
ascent: 0 m
cadence: 86 rpm
calories: 1 kcal
distance: 106.31 m
enhanced_altitude: 934.2 m
enhanced_speed: 10.486 m/s
gps_accuracy: 2 m
grade: -4.63 %
heart_rate: 102 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 54
left_torque_effectiveness: 62.5 percent
position_lat: -303085373 semicircles
position_long: -587491520 semicircles
power: 115 watts
right_pedal_smoothness: 18.0 percent
right_torque_effectiveness: 61.0 percent
speed: 10.486 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:50

altitude: 934.0 m
ascent: 0 m
cadence: 87 rpm
calories: 1 kcal
distance: 117.0 m
enhanced_altitude: 934.0 m
enhanced_speed: 10.707 m/s
gps_accuracy: 2 m
grade: -4.44 %
heart_rate: 102 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 54
left_torque_effectiveness: 61.0 percent
position_lat: -303086308 semicircles
position_long: -587490791 semicircles
power: 116 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 56.0 percent
speed: 10.707 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:51

altitude: 933.5999999999999 m
ascent: 0 m
cadence: 89 rpm
calories: 1 kcal
distance: 127.85 m
enhanced_altitude: 933.5999999999999 m
enhanced_speed: 10.865 m/s
gps_accuracy: 2 m
grade: -4.06 %
heart_rate: 102 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 52
left_torque_effectiveness: 62.0 percent
position_lat: -303087248 semicircles
position_long: -587490011 semicircles
power: 116 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 56.0 percent
speed: 10.865 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:52

altitude: 933.2 m
ascent: 0 m
cadence: 80 rpm
calories: 1 kcal
distance: 138.81 m
enhanced_altitude: 933.2 m
enhanced_speed: 10.833 m/s
gps_accuracy: 2 m
grade: -3.61 %
heart_rate: 102 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 53
left_torque_effectiveness: 62.0 percent
position_lat: -303088208 semicircles
position_long: -587489280 semicircles
power: 103 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 57.0 percent
speed: 10.833 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:53

altitude: 932.5999999999999 m
ascent: 0 m
cadence: 56 rpm
calories: 1 kcal
distance: 149.2 m
enhanced_altitude: 932.5999999999999 m
enhanced_speed: 10.981 m/s
gps_accuracy: 2 m
grade: -3.22 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 54
left_torque_effectiveness: 61.5 percent
position_lat: -303089126 semicircles
position_long: -587488554 semicircles
power: 72 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 57.5 percent
speed: 10.981 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:54

altitude: 932.2 m
ascent: 0 m
cadence: 32 rpm
calories: 1 kcal
distance: 160.67 m
enhanced_altitude: 932.2 m
enhanced_speed: 10.998 m/s
gps_accuracy: 2 m
grade: -3.01 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 54
left_torque_effectiveness: 61.0 percent
position_lat: -303090132 semicircles
position_long: -587487786 semicircles
power: 42 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 58.0 percent
speed: 10.998 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:55

altitude: 931.5999999999999 m
ascent: 0 m
cadence: 8 rpm
calories: 1 kcal
distance: 171.57 m
enhanced_altitude: 931.5999999999999 m
enhanced_speed: 10.835 m/s
gps_accuracy: 2 m
grade: -3.0 %
heart_rate: 101 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 54
left_torque_effectiveness: 60.5 percent
position_lat: -303091031 semicircles
position_long: -587486933 semicircles
power: 11 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 58.5 percent
speed: 10.835 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:56

altitude: 931.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 182.48 m
enhanced_altitude: 931.4000000000001 m
enhanced_speed: 11.194 m/s
gps_accuracy: 2 m
grade: -3.15 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 53
left_torque_effectiveness: 60.0 percent
position_lat: -303091950 semicircles
position_long: -587486125 semicircles
power: 0 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 59.5 percent
speed: 11.194 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:57

altitude: 931.0 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 193.82 m
enhanced_altitude: 931.0 m
enhanced_speed: 11.115 m/s
gps_accuracy: 2 m
grade: -3.37 %
heart_rate: 100 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 53
left_torque_effectiveness: 61.5 percent
position_lat: -303092916 semicircles
position_long: -587485297 semicircles
power: 0 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 59.5 percent
speed: 11.115 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:58

altitude: 930.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 205.24 m
enhanced_altitude: 930.5999999999999 m
enhanced_speed: 11.281 m/s
gps_accuracy: 2 m
grade: -3.63 %
heart_rate: 99 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.5 percent
position_lat: -303093880 semicircles
position_long: -587484470 semicircles
power: 0 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 59.5 percent
speed: 11.281 m/s
temperature: 21 C
timestamp: 2020-12-13 10:51:59

altitude: 930.0 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 215.69 m
enhanced_altitude: 930.0 m
enhanced_speed: 10.729 m/s
gps_accuracy: 2 m
grade: -3.8 %
heart_rate: 98 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 53
left_torque_effectiveness: 65.5 percent
position_lat: -303094804 semicircles
position_long: -587483738 semicircles
power: 0 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 59.5 percent
speed: 10.729 m/s
temperature: 21 C
timestamp: 2020-12-13 10:52:00

altitude: 929.8 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 227.42 m
enhanced_altitude: 929.8 m
enhanced_speed: 11.052 m/s
gps_accuracy: 2 m
grade: -3.81 %
heart_rate: 98 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 53
left_torque_effectiveness: 67.5 percent
position_lat: -303095827 semicircles
position_long: -587482957 semicircles
power: 0 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 59.0 percent
speed: 11.052 m/s
temperature: 21 C
timestamp: 2020-12-13 10:52:01

altitude: 929.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 238.02 m
enhanced_altitude: 929.4000000000001 m
enhanced_speed: 10.656 m/s
gps_accuracy: 2 m
grade: -3.66 %
heart_rate: 98 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 53
left_torque_effectiveness: 69.5 percent
position_lat: -303096759 semicircles
position_long: -587482203 semicircles
power: 0 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 59.0 percent
speed: 10.656 m/s
temperature: 21 C
timestamp: 2020-12-13 10:52:02

altitude: 929.2 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 248.07 m
enhanced_altitude: 929.2 m
enhanced_speed: 9.148 m/s
gps_accuracy: 2 m
grade: -3.38 %
heart_rate: 97 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 52
left_torque_effectiveness: 71.5 percent
position_lat: -303097643 semicircles
position_long: -587481549 semicircles
power: 0 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 59.0 percent
speed: 9.148 m/s
temperature: 21 C
timestamp: 2020-12-13 10:52:03

altitude: 929.0 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 256.67 m
enhanced_altitude: 929.0 m
enhanced_speed: 8.359 m/s
gps_accuracy: 2 m
grade: -3.07 %
heart_rate: 97 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 52
left_torque_effectiveness: 73.5 percent
position_lat: -303098518 semicircles
position_long: -587481179 semicircles
power: 0 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 59.0 percent
speed: 8.359 m/s
temperature: 21 C
timestamp: 2020-12-13 10:52:04

altitude: 928.5999999999999 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 264.91 m
enhanced_altitude: 928.5999999999999 m
enhanced_speed: 8.254 m/s
gps_accuracy: 2 m
grade: -2.8 %
heart_rate: 96 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 52
left_torque_effectiveness: 75.5 percent
position_lat: -303099396 semicircles
position_long: -587481224 semicircles
power: 0 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 59.0 percent
speed: 8.254 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:05

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 273.07 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 7.925 m/s
gps_accuracy: 2 m
grade: -2.61 %
heart_rate: 96 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 52
left_torque_effectiveness: 77.5 percent
position_lat: -303100147 semicircles
position_long: -587481720 semicircles
power: 0 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 58.5 percent
speed: 7.925 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:06

altitude: 928.2 m
ascent: 0 m
cadence: 0 rpm
calories: 1 kcal
distance: 281.15 m
enhanced_altitude: 928.2 m
enhanced_speed: 8.376 m/s
gps_accuracy: 2 m
grade: -2.51 %
heart_rate: 96 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 52
left_torque_effectiveness: 79.5 percent
position_lat: -303100736 semicircles
position_long: -587482415 semicircles
power: 0 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 58.5 percent
speed: 8.376 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:07

altitude: 928.2 m
ascent: 0 m
cadence: 63 rpm
calories: 1 kcal
distance: 289.97 m
enhanced_altitude: 928.2 m
enhanced_speed: 8.377 m/s
gps_accuracy: 2 m
grade: -2.41 %
heart_rate: 97 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 52
left_torque_effectiveness: 81.5 percent
position_lat: -303101332 semicircles
position_long: -587483264 semicircles
power: 176 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 58.5 percent
speed: 8.377 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:08

altitude: 928.2 m
ascent: 0 m
cadence: 67 rpm
calories: 1 kcal
distance: 298.56 m
enhanced_altitude: 928.2 m
enhanced_speed: 8.625 m/s
gps_accuracy: 2 m
grade: -2.28 %
heart_rate: 97 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 51
left_torque_effectiveness: 83.0 percent
position_lat: -303101877 semicircles
position_long: -587484082 semicircles
power: 201 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 60.5 percent
speed: 8.625 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:09

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 70 rpm
calories: 1 kcal
distance: 307.05 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 8.482 m/s
gps_accuracy: 2 m
grade: -2.05 %
heart_rate: 97 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 51
left_torque_effectiveness: 84.0 percent
position_lat: -303102494 semicircles
position_long: -587484815 semicircles
power: 216 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 70.5 percent
speed: 8.482 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:10

altitude: 928.4000000000001 m
ascent: 0 m
cadence: 70 rpm
calories: 1 kcal
distance: 315.59 m
enhanced_altitude: 928.4000000000001 m
enhanced_speed: 8.359 m/s
gps_accuracy: 2 m
grade: -1.08 %
heart_rate: 98 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 51
left_torque_effectiveness: 85.0 percent
position_lat: -303103151 semicircles
position_long: -587485540 semicircles
power: 225 watts
right_pedal_smoothness: 24.0 percent
right_torque_effectiveness: 80.0 percent
speed: 8.359 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:11

altitude: 928.5999999999999 m
ascent: 0 m
cadence: 70 rpm
calories: 2 kcal
distance: 323.86 m
enhanced_altitude: 928.5999999999999 m
enhanced_speed: 8.391 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 98 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 52
left_torque_effectiveness: 87.5 percent
position_lat: -303103762 semicircles
position_long: -587486219 semicircles
power: 240 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 84.5 percent
speed: 8.391 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:12

altitude: 928.8 m
ascent: 0 m
cadence: 70 rpm
calories: 2 kcal
distance: 332.39 m
enhanced_altitude: 928.8 m
enhanced_speed: 8.194 m/s
gps_accuracy: 2 m
grade: 0.04 %
heart_rate: 99 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 50
left_torque_effectiveness: 86.5 percent
position_lat: -303104405 semicircles
position_long: -587486954 semicircles
power: 226 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 85.0 percent
speed: 8.194 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:13

altitude: 929.0 m
ascent: 0 m
cadence: 69 rpm
calories: 2 kcal
distance: 340.46 m
enhanced_altitude: 929.0 m
enhanced_speed: 7.955 m/s
gps_accuracy: 2 m
grade: 0.39 %
heart_rate: 99 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 48
left_torque_effectiveness: 82.0 percent
position_lat: -303105040 semicircles
position_long: -587487589 semicircles
power: 227 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 84.5 percent
speed: 7.955 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:14

altitude: 929.2 m
ascent: 1 m
cadence: 68 rpm
calories: 2 kcal
distance: 348.41 m
enhanced_altitude: 929.2 m
enhanced_speed: 7.814 m/s
gps_accuracy: 2 m
grade: 0.99 %
heart_rate: 100 bpm
left_pedal_smoothness: 27.0 percent
left_right_balance: 48
left_torque_effectiveness: 88.0 percent
position_lat: -303105632 semicircles
position_long: -587488272 semicircles
power: 210 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 83.0 percent
speed: 7.814 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:15

altitude: 929.4000000000001 m
ascent: 1 m
cadence: 66 rpm
calories: 2 kcal
distance: 356.01 m
enhanced_altitude: 929.4000000000001 m
enhanced_speed: 7.614 m/s
gps_accuracy: 2 m
grade: 1.38 %
heart_rate: 100 bpm
left_pedal_smoothness: 25.0 percent
left_right_balance: 48
left_torque_effectiveness: 80.5 percent
position_lat: -303106225 semicircles
position_long: -587488911 semicircles
power: 188 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 83.5 percent
speed: 7.614 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:16

altitude: 929.8 m
ascent: 1 m
cadence: 62 rpm
calories: 2 kcal
distance: 362.48 m
enhanced_altitude: 929.8 m
enhanced_speed: 6.582 m/s
gps_accuracy: 2 m
grade: 1.64 %
heart_rate: 101 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 49
left_torque_effectiveness: 78.5 percent
position_lat: -303106658 semicircles
position_long: -587489502 semicircles
power: 167 watts
right_pedal_smoothness: 24.5 percent
right_torque_effectiveness: 82.0 percent
speed: 6.582 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:17

altitude: 930.2 m
ascent: 1 m
cadence: 60 rpm
calories: 3 kcal
distance: 369.3 m
enhanced_altitude: 930.2 m
enhanced_speed: 6.871 m/s
gps_accuracy: 2 m
grade: 1.87 %
heart_rate: 101 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 51
left_torque_effectiveness: 79.5 percent
position_lat: -303107135 semicircles
position_long: -587490138 semicircles
power: 153 watts
right_pedal_smoothness: 23.0 percent
right_torque_effectiveness: 79.5 percent
speed: 6.871 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:18

altitude: 930.4000000000001 m
ascent: 1 m
cadence: 59 rpm
calories: 3 kcal
distance: 375.85 m
enhanced_altitude: 930.4000000000001 m
enhanced_speed: 6.182 m/s
gps_accuracy: 2 m
grade: 2.16 %
heart_rate: 101 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 50
left_torque_effectiveness: 80.0 percent
position_lat: -303107611 semicircles
position_long: -587490728 semicircles
power: 131 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 77.0 percent
speed: 6.182 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:19

altitude: 930.8 m
ascent: 2 m
cadence: 58 rpm
calories: 3 kcal
distance: 381.59 m
enhanced_altitude: 930.8 m
enhanced_speed: 5.61 m/s
gps_accuracy: 2 m
grade: 2.55 %
heart_rate: 102 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 46
left_torque_effectiveness: 78.0 percent
position_lat: -303108023 semicircles
position_long: -587491231 semicircles
power: 108 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 76.0 percent
speed: 5.61 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:20

altitude: 931.0 m
ascent: 2 m
cadence: 51 rpm
calories: 3 kcal
distance: 386.95 m
enhanced_altitude: 931.0 m
enhanced_speed: 5.311 m/s
gps_accuracy: 2 m
grade: 3.05 %
heart_rate: 102 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 41
left_torque_effectiveness: 75.5 percent
position_lat: -303108424 semicircles
position_long: -587491677 semicircles
power: 85 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 74.5 percent
speed: 5.311 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:21

altitude: 931.4000000000001 m
ascent: 2 m
cadence: 36 rpm
calories: 3 kcal
distance: 391.58 m
enhanced_altitude: 931.4000000000001 m
enhanced_speed: 4.683 m/s
gps_accuracy: 2 m
grade: 3.57 %
heart_rate: 101 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 43
left_torque_effectiveness: 73.0 percent
position_lat: -303108768 semicircles
position_long: -587492045 semicircles
power: 61 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 73.0 percent
speed: 4.683 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:22

altitude: 931.5999999999999 m
ascent: 3 m
cadence: 22 rpm
calories: 3 kcal
distance: 395.64 m
enhanced_altitude: 931.5999999999999 m
enhanced_speed: 4.165 m/s
gps_accuracy: 2 m
grade: 4.09 %
heart_rate: 101 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 44
left_torque_effectiveness: 70.0 percent
position_lat: -303109070 semicircles
position_long: -587492415 semicircles
power: 37 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 71.0 percent
speed: 4.165 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:23

altitude: 931.8 m
ascent: 3 m
cadence: 8 rpm
calories: 3 kcal
distance: 399.11 m
enhanced_altitude: 931.8 m
enhanced_speed: 3.732 m/s
gps_accuracy: 2 m
grade: 4.53 %
heart_rate: 100 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 46
left_torque_effectiveness: 67.0 percent
position_lat: -303109298 semicircles
position_long: -587492733 semicircles
power: 13 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 69.0 percent
speed: 3.732 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:24

altitude: 931.8 m
ascent: 3 m
cadence: 3 rpm
calories: 3 kcal
distance: 401.8 m
enhanced_altitude: 931.8 m
enhanced_speed: 3.171 m/s
gps_accuracy: 2 m
grade: 4.75 %
heart_rate: 99 bpm
left_pedal_smoothness: 15.0 percent
left_right_balance: 48
left_torque_effectiveness: 63.5 percent
position_lat: -303109538 semicircles
position_long: -587492954 semicircles
power: 0 watts
right_pedal_smoothness: 19.0 percent
right_torque_effectiveness: 67.5 percent
speed: 3.171 m/s
temperature: 22 C
timestamp: 2020-12-13 10:52:25

altitude: 932.0 m
ascent: 4 m
cadence: 18 rpm
calories: 3 kcal
distance: 404.19 m
enhanced_altitude: 932.0 m
enhanced_speed: 2.984 m/s
